,english,spanish,en_pos,es_pos
889,She didn't invite me to her birthday party.,Ella no me invitó a su fiesta de cumpleaños.,PRON VERB ADV VERB PRON ADP DET NOUN NOUN PUNCT ,PRON ADV PRON VERB ADP DET NOUN ADP NOUN PUNCT 
890,"Elementary school was called national school"" before 1996 in Korea.""""lementary school was called ""national """"ementary """,En Corea la “escuela primaria” fue llamada “escuela nacional” antes de año 1996. ,ADJ NOUN VERB VERB ADJ NOUN PUNCT ADP NUM ADP ADJ NOUN VERB VERB PUNCT ADJ PUNCT PUNCT ADJ PUNCT ,ADP PROPN DET PROPN NOUN ADJ PROPN AUX VERB PROPN NOUN ADJ PROPN ADV ADP NOUN NUM PUNCT 
891,Nobody gave me chocolate on Valentine's day.,Nadie me dio chocolates en el día de San Valentin.,NOUN VERB PRON NOUN ADP PROPN PART NOUN PUNCT ,PRON PRON VERB NOUN ADP DET NOUN ADP PROPN PROPN PUNCT 
892,It was the best I've ever seen.,Era el mejor dentro de los que he visto.,PRON VERB DET ADJ PRON VERB ADV VERB PUNCT ,AUX DET ADJ ADV ADP DET PRON AUX VERB PUNCT 
893,I'm watching my sister play soccer.,Estoy mirando a mi hermana jugar fútbol.,PRON VERB VERB DET NOUN VERB NOUN PUNCT ,AUX VERB ADP DET NOUN VERB NOUN PUNCT 
894,Congratulations!,¡Felicitaciones!,NOUN PUNCT ,PUNCT NOUN PUNCT 
895,Haven't you left yet?,¿No te has ido todavía?,VERB ADV PRON VERB ADV PUNCT ,PUNCT ADV PRON AUX VERB ADV PUNCT 
896,I danced the entire night through.,Bailé toda la noche entera.,PRON VERB DET ADJ NOUN ADV PUNCT ,PROPN DET DET NOUN ADJ PUNCT 
897,"Oh, it's very cold today!",¡Hoy el dia esta muy frio!,INTJ PUNCT PRON VERB ADV ADJ NOUN PUNCT ,PUNCT ADV DET NOUN DET ADV ADJ PUNCT 
898,Fishing is my only hobby.,La pesca es mi unica manía.,NOUN VERB DET ADJ NOUN PUNCT ,DET NOUN AUX DET ADJ NOUN PUNCT 
899,I think I'm a little bit drunk.,Pienso que me he emborrachado un poco.,PRON VERB PRON VERB DET ADJ NOUN ADJ PUNCT ,VERB SCONJ PRON AUX VERB DET PRON PUNCT 
900,Which floor do you want?,¿A qué piso va?,DET NOUN VERB PRON VERB PUNCT ,PUNCT ADP DET NOUN VERB PUNCT 
901,My friend was so angry that he hit me in the face.,Mi amigo estaba tan enojado que él me golpeó en la cara.,DET NOUN VERB ADV ADJ ADP PRON VERB PRON ADP DET NOUN PUNCT ,DET NOUN AUX ADV ADJ SCONJ PRON PRON VERB ADP DET NOUN PUNCT 
902,What do you think of my new skirt?,¿Qué piensas acerca de mi nueva falda?,PRON VERB PRON VERB ADP DET ADJ NOUN PUNCT ,PUNCT PRON NOUN ADV ADP DET ADJ NOUN PUNCT 
903,Don't squeeze the toothpaste in the middle.,No exprimir la crema dental desde el medio.,VERB ADV VERB DET NOUN ADP DET NOUN PUNCT ,ADV VERB DET NOUN ADJ ADP DET NOUN PUNCT 
904,Are we just friends? Or lovers?,¿Seremos solo amigos o amantes?,VERB PRON ADV NOUN PUNCT CCONJ NOUN PUNCT ,PUNCT VERB ADJ NOUN CONJ NOUN PUNCT 
905,She is ugly but very friendly.,Ella es fea pero es muy generosa.,PRON VERB ADJ CCONJ ADV ADJ PUNCT ,PRON AUX ADJ CONJ AUX ADV ADJ PUNCT 
906,Who can write it on the board?,¿Quién quiere escribir en el tablero?,PRON VERB VERB PRON ADP DET NOUN PUNCT ,PUNCT PRON VERB VERB ADP DET NOUN PUNCT 
907,Many Koreans still don't like to sleep in beds.,A muchos coreanos todavía no les gusta dormir en la cama.,ADJ PROPN ADV VERB ADV VERB PART VERB ADP NOUN PUNCT ,ADP DET NOUN ADV ADV PRON VERB VERB ADP DET NOUN PUNCT 
908,I feel weird because I used your toothbrush.,Me siento extraño porque utilicé tu cepillo dental.,PRON VERB ADJ ADP PRON VERB DET NOUN PUNCT ,PRON VERB ADJ SCONJ VERB DET NOUN ADJ PUNCT 
909,He deserves a compliment.,Él merece un elogio.,PRON VERB DET NOUN PUNCT ,PRON VERB DET NOUN PUNCT 
910,Sometimes credit cards can also function as a travel pass card.,Las tarjetas de crédito también funcionan como tarjeta de transporte.,ADV NOUN NOUN VERB ADV VERB ADP DET NOUN NOUN NOUN PUNCT ,DET NOUN ADP NOUN ADV VERB SCONJ NOUN ADP NOUN PUNCT 
911,You don't need film with a digital camera.,No necesitas rollo en una cámara fotográfica digital.,PRON VERB ADV VERB NOUN ADP DET ADJ NOUN PUNCT ,ADV ADJ NOUN ADP DET NOUN ADJ ADJ PUNCT 
912,Get me a knife to slice this watermelon.,Consígueme un cuchillo para rebanar esta sandía.,VERB PRON DET NOUN PART VERB DET NOUN PUNCT ,VERB DET NOUN ADP VERB DET NOUN PUNCT 
913,What's the capital of Canada?,¿Cuál es el capital de Canadá?,PRON VERB DET NOUN ADP PROPN PUNCT ,PUNCT PRON AUX DET NOUN ADP PROPN PUNCT 
914,Hyean's eyes are really big.,Los ojos de Hyean son realmente grandes.,PROPN PART NOUN VERB ADV ADJ PUNCT ,DET NOUN ADP PROPN AUX ADV ADJ PUNCT 
915,I can't sleep at night if I drink coffee.,No puedo dormir en la noche si bebo café.,PRON AUX ADV VERB ADP NOUN ADP PRON VERB NOUN PUNCT ,ADV AUX VERB ADP DET NOUN SCONJ VERB NOUN PUNCT 
916,My computer is out of order again!,¡Mi computadora está fuera de servicio otra vez!,DET NOUN VERB ADP ADP NOUN ADV PUNCT ,PUNCT DET NOUN AUX ADV ADP NOUN DET NOUN PUNCT 
917,There was a smudge of lipstick on the cup.,Había una mancha del lápiz labial en la taza.,ADV VERB DET NOUN ADP NOUN ADP DET NOUN PUNCT ,AUX DET NOUN ADP NOUN ADJ ADP DET NOUN PUNCT 
918,Turn off the light and turn on the radio.,Apaga la luz y prende la radio.,VERB PART DET NOUN CCONJ VERB ADP DET NOUN PUNCT ,VERB DET NOUN CONJ VERB DET NOUN PUNCT 
919,I can't breath through my nose when I catch a cold.,No puedo respirar a través de mi nariz cuando cojo un frío.,PRON AUX ADV VERB ADP DET NOUN ADV PRON VERB DET NOUN PUNCT ,ADV AUX VERB ADP NOUN ADP DET NOUN SCONJ VERB DET NOUN PUNCT 
920,"Two hamburgers and one cola to go, please.","Dos hamburguesas y una cola, por favor.",NUM NOUN CCONJ NUM NOUN PART VERB PUNCT INTJ PUNCT ,NUM NOUN CONJ DET NOUN PUNCT ADP NOUN PUNCT 
921,You can change the font size.,Puedes cambiar el tamaño de la letra.,PRON VERB VERB DET ADJ NOUN PUNCT ,AUX VERB DET NOUN ADP DET NOUN PUNCT 
922,"My child has grown up, so he is too big for these clothes.",Mi niño ha crecido demasiado. Él es muy grande para estas ropas.,DET NOUN VERB VERB PART PUNCT ADV PRON VERB ADV ADJ ADP DET NOUN PUNCT ,DET NOUN AUX VERB ADV PUNCT PRON AUX ADV ADJ ADP DET NOUN PUNCT 
923,What would you like to have for Christmas?,¿Qué quieres tener para Navidad?,PRON VERB PRON VERB PART VERB ADP PROPN PUNCT ,PUNCT DET NOUN VERB ADP PROPN PUNCT 
924,He is tall and has a beard.,Él tiene barba y su estatura es alta.,PRON VERB ADJ CCONJ VERB DET NOUN PUNCT ,PRON VERB NOUN CONJ DET NOUN AUX ADJ PUNCT 
925,I want to raise a cat.,Deseo criar un gato.,PRON VERB PART VERB DET NOUN PUNCT ,VERB VERB DET NOUN PUNCT 
926,Why did you take a taxi today?,¿Por qué cogiste un taxi hoy?,ADV VERB PRON VERB DET NOUN NOUN PUNCT ,PUNCT ADP PRON VERB DET NOUN ADV PUNCT 
927,I can't believe you learned Taekwondo.,No puedo creer que has aprendido Taekwondo.,PRON AUX ADV VERB PRON VERB PROPN PUNCT ,ADV AUX VERB SCONJ AUX VERB PROPN PUNCT 
928,I had a bad attitude in class.,Tenía una mala actitud en clase.,PRON VERB DET ADJ NOUN ADP NOUN PUNCT ,VERB DET ADJ NOUN ADP NOUN PUNCT 
929,I was born in the year of the sheep.,Nací en el año de las ovejas.,PRON VERB VERB ADP DET NOUN ADP DET NOUN PUNCT ,ADJ ADP DET NOUN ADP DET NOUN PUNCT 
930,Why did that taxi just take off like that?,¿Por qué ese taxi  se fue de esa forma?,ADV VERB DET NOUN ADV VERB PART ADP DET PUNCT ,PUNCT ADP PRON DET NOUN SPACE PRON VERB ADP DET NOUN PUNCT 
931,You want to play tennis with me?,¿Deseas jugar al tenis conmigo?,PRON VERB PART VERB NOUN ADP PRON PUNCT ,PUNCT NOUN VERB ADP NOUN PRON PUNCT 
932,Can you move that table so I can sweep the floor?,"¿Puedes mover esa tabla, así puedo barrer el piso?",VERB PRON VERB DET NOUN ADP PRON VERB VERB DET NOUN PUNCT ,PUNCT AUX VERB DET NOUN PUNCT ADV AUX VERB DET NOUN PUNCT 
933,What's on television tonight?,¿Qué está en la televisión esta noche?,PRON VERB ADP NOUN NOUN PUNCT ,PUNCT PRON VERB ADP DET NOUN DET NOUN PUNCT 
934,His big nose is the central feature of his face.,Su nariz grande es la característica central de su cara.,DET ADJ NOUN VERB DET ADJ NOUN ADP DET NOUN PUNCT ,DET NOUN ADJ AUX DET NOUN ADJ ADP DET NOUN PUNCT 
935,I especially loved the last song.,Especialmente me gustó la última canción.,PRON ADV VERB DET ADJ NOUN PUNCT ,ADV PRON VERB DET ADJ NOUN PUNCT 
936,I scored 40 points and our team won the game.,Anoté 40 puntos y nuestro equipo ganó el juego.,PRON VERB NUM NOUN CCONJ DET NOUN VERB DET NOUN PUNCT ,PROPN NUM NOUN CONJ DET NOUN VERB DET NOUN PUNCT 
937,I dyed my hair blue and my mom kicked me out.,Teñí mi pelo azul y mi mamá me echó de casa.,PRON VERB DET NOUN ADJ CCONJ DET NOUN VERB PRON PART PUNCT ,VERB DET NOUN ADJ CONJ DET NOUN PRON VERB ADP NOUN PUNCT 
938,Would you like to come along to the party?,¿Quieres venir a la fiesta?,VERB PRON VERB PART VERB PART ADP DET NOUN PUNCT ,PUNCT NOUN VERB ADP DET NOUN PUNCT 
939,I can't move my arm now.,Ahora no puedo mover el brazo.,PRON AUX ADV VERB DET NOUN ADV PUNCT ,ADV ADV AUX VERB DET NOUN PUNCT 
940,Korean drugstores only sell medicine.,Las farmacias coreanas venden solamente medicina.,ADJ NOUN ADV VERB NOUN PUNCT ,DET NOUN ADJ VERB ADV ADJ PUNCT 
941,I am 100 percent confident of winning.,Estoy cien porciento seguro que voy a ganar.,PRON VERB NUM NOUN ADJ ADP VERB PUNCT ,AUX NUM NOUN ADJ SCONJ AUX ADP VERB PUNCT 
942,It's raining. Open the umbrella.,Está lloviendo. Abre el paraguas.,PRON VERB VERB PUNCT VERB DET NOUN PUNCT ,AUX VERB PUNCT VERB DET NOUN PUNCT 
943,I have to put this letter in a mailbox.,Es que tengo que enviar esta carta por correo.,PRON VERB PART VERB DET NOUN ADP DET NOUN PUNCT ,AUX SCONJ VERB SCONJ VERB DET NOUN ADP NOUN PUNCT 
944,The grapes are too sour.,Las uvas son demasiadas amargas.,DET NOUN VERB ADV ADJ PUNCT ,DET NOUN AUX ADJ NOUN PUNCT 
945,"Two tickets for adults and one for a child, please.","Dos boletos para los adultos y uno para un niño, por favor.",NUM NOUN ADP NOUN CCONJ NUM ADP DET NOUN PUNCT INTJ PUNCT ,NUM NOUN ADP DET NOUN CONJ PRON ADP DET NOUN PUNCT ADP NOUN PUNCT 
946,Her face lit up at the news.,Su gesto se encendió al oir las noticias.,DET NOUN VERB PART ADP DET NOUN PUNCT ,DET NOUN PRON VERB ADP VERB DET NOUN PUNCT 
947,That's the way my dad expresses his love.,Ésa es la manera en que mi papá expresa su amor.,DET VERB DET NOUN DET NOUN VERB DET NOUN PUNCT ,PROPN AUX DET NOUN ADP PRON DET NOUN VERB DET NOUN PUNCT 
948,May I unfasten my seat belt?,¿Puedo desatar mi cinturón de seguridad?,VERB PRON VERB DET NOUN NOUN PUNCT ,PUNCT AUX VERB DET NOUN ADP NOUN PUNCT 
949,Are you going back to France for good?,¿Te vas definitivamente para Francia?,VERB PRON VERB ADV ADP PROPN ADP ADJ PUNCT ,PUNCT DET VERB ADV ADP PROPN PUNCT 
950,How do I install this program?,¿Cómo instalo este programa?,ADV VERB PRON VERB DET NOUN PUNCT ,PUNCT PRON NOUN DET NOUN PUNCT 
951,You look really tired. What's up?,Pareces realmente cansado. ¿Pasa algo?,PRON VERB ADV ADJ PUNCT PRON VERB PART PUNCT ,NOUN ADV ADJ PUNCT PUNCT VERB PRON PUNCT 
952,My skin is rather dry.,Mi piel está seca.,DET NOUN VERB ADV ADJ PUNCT ,DET NOUN AUX ADJ PUNCT 
953,I heard you play the piano very well.,Te oí tocar el piano muy bien.,PRON VERB PRON VERB DET NOUN ADV ADV PUNCT ,PRON VERB VERB DET NOUN ADV ADV PUNCT 
954,Why do so many people smoke?,¿Por qué muchas personas fuman?,ADV VERB ADV ADJ NOUN VERB PUNCT ,PUNCT ADP PRON DET NOUN VERB PUNCT 
955,I had pizza for lunch and spaghetti for dinner.,Comía pizza para el almuerzo y espagueti para la cena.,PRON VERB NOUN ADP NOUN CCONJ NOUN ADP NOUN PUNCT ,PROPN NOUN ADP DET NOUN CONJ NOUN ADP DET NOUN PUNCT 
956,Salt is necessary to cook kimchi stew.,La sal es necesaria para cocinar guisado de kimchi.,NOUN VERB ADJ PART VERB NOUN NOUN PUNCT ,DET NOUN AUX ADJ ADP VERB ADJ ADP NOUN PUNCT 
957,How long has it been since we've seen a clear sky?,¿Cuanto tiempo hace desde que vimos el cielo claro?,ADV ADV VERB PRON VERB ADP PRON VERB VERB DET ADJ NOUN PUNCT ,PUNCT PRON NOUN VERB ADP SCONJ VERB DET NOUN ADJ PUNCT 
958,"I was going to do it, but I couldn't.","Iba a hacerlo, pero no pude.",PRON VERB VERB PART VERB PRON PUNCT CCONJ PRON AUX ADV PUNCT ,AUX ADP NOUN PUNCT CONJ ADV VERB PUNCT 
959,We charge ninety thousand per day.,Nosotros ganamos noventa mil por día. ,PRON VERB NUM NUM ADP NOUN PUNCT ,PRON VERB NUM NUM ADP NOUN PUNCT 
960,"All right, but just this once.","Está bien, pero que sea sólo esta vez.",ADV ADV PUNCT CCONJ ADV DET ADV PUNCT ,AUX ADV PUNCT CONJ PRON AUX ADV DET NOUN PUNCT 
961,How is our son doing in school?,¿Cómo se porta mi hijo en la escuela?,ADV VERB DET NOUN VERB ADP NOUN PUNCT ,PUNCT PRON PRON VERB DET NOUN ADP DET NOUN PUNCT 
962,What year are you in? - I'm a freshman.,¿En qué año estás? - Estoy en primer año.,DET NOUN VERB PRON ADP PUNCT PUNCT PRON VERB DET NOUN PUNCT ,PUNCT ADP DET NOUN VERB PUNCT PUNCT VERB ADP ADJ NOUN PUNCT 
963,Do you have discounts for students?,¿Tienes descuentos para los estudiantes?,VERB PRON VERB NOUN ADP NOUN PUNCT ,PUNCT VERB NOUN ADP DET NOUN PUNCT 
964,I'll be back to Korea again next year.,Regresaré a Corea otra vez el año próximo.,PRON AUX VERB ADV ADP PROPN ADV ADJ NOUN PUNCT ,VERB ADP PROPN DET NOUN DET NOUN ADJ PUNCT 
965,Can you speak Korean?,¿Sabes hablar coreano?,VERB PRON VERB PROPN PUNCT ,PUNCT VERB VERB ADJ PUNCT 
966,Hangeul has fourteen consonants and ten vowels.,Hangeul tiene catorce consonantes y diez vocales.,PROPN VERB NUM NOUN CCONJ NUM NOUN PUNCT ,PROPN VERB NUM NOUN CONJ NUM NOUN PUNCT 
967,Let me have a try.,Déjame intentar.,VERB PRON VERB DET NOUN PUNCT ,NOUN VERB PUNCT 
968,I don't like to wear hanbok very much because it's uncomfortable.,No me gusta usar hanbog porque es muy incómodo.,PRON VERB ADV VERB PART VERB NOUN ADV ADV ADP PRON VERB ADJ PUNCT ,ADV PRON VERB VERB NOUN SCONJ AUX ADV ADJ PUNCT 
969,What do these Chinese characters mean?,Qué hacen medio de estos caracteres chinos?,PRON VERB DET ADJ NOUN VERB PUNCT ,PRON VERB NOUN ADP DET NOUN ADJ PUNCT 
970,My grandmother passed away last night.,Mi abuela murió ayer.,DET NOUN VERB PART ADJ NOUN PUNCT ,DET NOUN VERB ADV PUNCT 
971,My grandfather is in the hospital.,Mi abuelo está en el hospital.,DET NOUN VERB ADP DET NOUN PUNCT ,DET NOUN VERB ADP DET NOUN PUNCT 
972,I'm glad that we'll be working together.,Estoy alegre de que trabajaremos juntos.,PRON VERB ADJ ADP PRON AUX VERB VERB ADV PUNCT ,AUX ADJ ADP SCONJ VERB ADJ PUNCT 
973,Why is her line always busy?,¿Por qué tu línea está siempre ocupada?,ADV VERB DET NOUN ADV ADJ PUNCT ,PUNCT ADP PRON DET NOUN AUX ADV ADJ PUNCT 
974,The sun rises the same though a new year begins.,El año cambia pero el sol sala otra vez.,DET NOUN VERB DET ADJ ADP DET ADJ NOUN VERB PUNCT ,DET NOUN VERB CONJ DET NOUN VERB DET NOUN PUNCT 
975,You can do internet searches by cellphone.,Puedes hacer búsquedas de Internet por celular.,PRON VERB VERB NOUN NOUN ADP NOUN PUNCT ,AUX VERB NOUN ADP PROPN ADP VERB PUNCT 
976,Now I'm sick of hamburgers., Estoy cansado de hamburguesas.,ADV PRON VERB ADJ ADP NOUN PUNCT ,SPACE AUX ADJ ADP NOUN PUNCT 
977,"As long as she is fine, I'm happy.","Mientras ella esté bien, yo soy feliz.",ADV ADV ADP PRON VERB ADJ PUNCT PRON VERB ADJ PUNCT ,SCONJ PRON AUX ADV PUNCT PRON AUX ADJ PUNCT 
978,I have a long torso and short legs.,Tengo un torso largo y unas piernas cortas.,PRON VERB DET ADJ NOUN CCONJ ADJ NOUN PUNCT ,VERB DET NOUN ADJ CONJ DET NOUN ADJ PUNCT 
979,What do you do for a living now?,¿De qué trabajas ahora?,PRON VERB PRON VERB ADP DET NOUN ADV PUNCT ,PUNCT ADP DET NOUN ADV PUNCT 
980,My older brother acts as if he were my father.,Mi hermano mayor actúa como si él fuera mi padre.,DET ADJ NOUN VERB ADP ADP PRON VERB DET NOUN PUNCT ,DET NOUN ADJ VERB SCONJ SCONJ PRON AUX DET NOUN PUNCT 
981,The seasons in Australia are opposite to those in Korea.,Las estaciones en Australia son opuestas a las de Corea.,DET NOUN ADP PROPN VERB ADJ ADP DET ADP PROPN PUNCT ,DET NOUN ADP PROPN AUX ADJ ADP DET ADP PROPN PUNCT 
982,"Excuse me, can you tell me where the Hotel Hanguk is?","¿Perdóneme, puede decirme donde está el hotel Hanguk?",VERB PRON PUNCT VERB PRON VERB PRON ADV DET PROPN PROPN VERB PUNCT ,PUNCT PROPN PUNCT AUX ADJ PRON VERB DET NOUN PROPN PUNCT 
983,I'm traveling alone.,Estoy viajando solo.,PRON VERB VERB ADV PUNCT ,AUX VERB ADJ PUNCT 
984,Are you still angry with me?,¿Todavía estás enojado conmigo?,VERB PRON ADV ADJ ADP PRON PUNCT ,PUNCT ADV AUX ADJ NUM PUNCT 
985,There's someone in the bathroom.,Hay alguien en el baño.,ADV VERB NOUN ADP DET NOUN PUNCT ,AUX PRON ADP DET NOUN PUNCT 
986,You should confirm the reservation.,Debes confirmar la reservación.,PRON VERB VERB DET NOUN PUNCT ,PROPN VERB DET NOUN PUNCT 
987,The doctor is with another patient right now.,El doctor está con otro paciente ahora.,DET NOUN VERB ADP DET NOUN ADV ADV PUNCT ,DET NOUN VERB ADP DET NOUN ADV PUNCT 
988,You're quitting the company?,¿Vas a renunciar la compañía?,PRON VERB VERB DET NOUN PUNCT ,PUNCT AUX ADP VERB DET NOUN PUNCT 
989,When do you expect the meeting to finish?,¿Cuándo piensas que vas a  finalizar la reunión?,ADV VERB PRON VERB DET NOUN ADP VERB PUNCT ,PUNCT PRON NOUN SCONJ VERB ADP SPACE VERB DET NOUN PUNCT 
990,I'll call you back ten minutes later.,Te llamaré detrás diez minutos más tarde.,PRON AUX VERB PRON ADV NUM NOUN ADV PUNCT ,PRON VERB ADV NUM NOUN ADV ADV PUNCT 
991,The musical performance was excellent.,El funcionamiento musical fue excelente.,DET ADJ NOUN VERB ADJ PUNCT ,DET NOUN ADJ AUX ADJ PUNCT 
992,Your girlfriend looked much more beautiful than I had expected.,Tu novia lucía mucho más hermosa de lo que había esperado.,DET NOUN VERB ADV ADV ADJ ADP PRON VERB VERB PUNCT ,DET NOUN VERB ADV ADV ADJ ADP DET PRON AUX VERB PUNCT 
993,How many holidays do you have on Chusok?,¿Cuántos días duran estas vacaciones de Chusok?,ADV ADJ NOUN VERB PRON VERB ADP PROPN PUNCT ,PUNCT NOUN NOUN VERB DET NOUN ADP PROPN PUNCT 
994,Blow your nose with a piece of tissue.,Suénese la nariz con papel higiénico.,VERB DET NOUN ADP DET NOUN ADP NOUN PUNCT ,VERB DET NOUN ADP NOUN ADJ PUNCT 
995,Put your wastepaper into the waste basket.,Tirar la basura en el cesto de basura.,VERB DET NOUN ADP DET NOUN NOUN PUNCT ,VERB DET NOUN ADP DET NOUN ADP NOUN PUNCT 
996,A small river flows near my house.,Un río pequeño fluye cerca de mi casa.,DET ADJ NOUN VERB ADP DET NOUN PUNCT ,DET NOUN ADJ VERB ADV ADP DET NOUN PUNCT 
997,White goes with your dark skin tones.,El blanco queda lindo con tus oscuros tonos de la piel.,PROPN VERB ADP DET ADJ NOUN NOUN PUNCT ,DET NOUN VERB VERB ADP NUM NOUN ADJ ADP DET NOUN PUNCT 
998,I don't have the energy to play tennis today.,Hoy no tengo suficiente energía para jugar al tenis.,PRON VERB ADV VERB DET NOUN PART VERB NOUN NOUN PUNCT ,ADV ADV VERB ADJ NOUN ADP VERB ADP NOUN PUNCT 
999,It's so hard to get a job these days.,Es difícil conseguir un trabajo actualmente.,PRON VERB ADV ADJ PART VERB DET NOUN DET NOUN PUNCT ,AUX ADJ VERB DET NOUN ADV PUNCT 
