,english,spanish,en_poss,en_tags,es_poss,es_tags
588,What apartment are you looking for?,¿Qué apartamento estás buscando?,DET NOUN VERB PRON VERB ADP PUNCT ,WDT NN VBP PRP VBG IN . ,PUNCT PRON NOUN AUX VERB PUNCT ,. WP NN VBP VBG . 
589,My knees are so painful that I can't walk.,Me duelen tanto las rodillas que no puedo caminar.,DET NOUN VERB ADV ADJ ADP PRON AUX ADV VERB PUNCT ,PRP$ NNS VBP RB JJ IN PRP MD RB VB . ,PRON VERB ADV DET NOUN PRON ADV AUX VERB PUNCT ,PRP VBP RB DT NNS DT RB VBP TO VB . 
590,I will be there within 15 minutes.,Estaré allí en menos de 15 minutos.,PRON VERB VERB ADV ADP NUM NOUN PUNCT ,PRP MD VB RB IN CD NNS . ,VERB ADV ADP ADV ADP NUM NOUN PUNCT ,MD VB RB IN RB IN CD NNS . 
591,Why didn't you go?,¿Por qué no fuiste?,ADV VERB ADV PRON VERB PUNCT ,WRB VBD RB PRP VB . ,PUNCT ADP PRON ADV VERB PUNCT ,. IN WP RB VBZ . 
592,You mean the girl who wears glasses?,¿Sabes quién es esa muchacha con cristales?,PRON VERB DET NOUN PRON VERB NOUN PUNCT ,PRP VBP DT NN WP VBZ NNS . ,PUNCT VERB PRON AUX DET NOUN ADP NOUN PUNCT ,. VBP WP VBZ DT NN IN NNS . 
593,Hello? ,¿Hola?,INTJ PUNCT ,UH . ,PUNCT VERB PUNCT ,. VBZ . 
594,Take care.,Adiós.,VERB NOUN PUNCT ,VB NN . ,INTJ PUNCT ,UH . 
595,Give me a big hug.,Abrázame,VERB PRON DET ADJ NOUN PUNCT ,VB PRP DT JJ NN . ,ADV ,RB 
596,I'm so sorry for that.,Es una lástima.,PRON VERB ADV ADJ ADP DET PUNCT ,PRP VBP RB JJ IN DT . ,AUX DET NOUN PUNCT ,VBZ DT NN . 
597,They sat side by side in the car.,Se sentaron uno al lado del otro en el coche.,PRON VERB NOUN ADP NOUN ADP DET NOUN PUNCT ,PRP VBD NN IN NN IN DT NN . ,PRON VERB PRON ADP NOUN ADP PRON ADP DET NOUN PUNCT ,PRP VBD DT IN NNP IN DT IN DT NN . 
598,"Not good, but not bad.","No es malo, pero tampoco bueno.",ADV ADJ PUNCT CCONJ ADV ADJ PUNCT ,"RB JJ , CC RB JJ . ",ADV AUX ADJ PUNCT CCONJ ADV ADJ PUNCT ,"RB VBZ JJ , CC RB JJ . "
599,Do you know what I mean?,¿Sabes a lo que me refiero?,VERB PRON VERB PRON PRON VERB PUNCT ,VBP PRP VB WP PRP VBP . ,PUNCT VERB ADP DET PRON PRON VERB PUNCT ,. VBP IN DT DT PRP VBP . 
600,The story became known to everyone through the internet.,Ésta historia es sabido por todos via internet. ,DET NOUN VERB VERB ADP NOUN ADP DET NOUN PUNCT ,DT NN VBD VBN IN NN IN DT NN . ,DET NOUN AUX VERB ADP PRON NOUN NOUN PUNCT ,DT NN VBZ VBN IN DT NNP NNP . 
601,Let me know when you finish it.,Avísame cuándo termines.,VERB PRON VERB ADV PRON VERB PRON PUNCT ,VB PRP VB WRB PRP VBP PRP . ,VERB PRON VERB PUNCT ,VBD WDT VBP . 
602,Please come to the front when it's your turn.,Venga al frente cuando sea tu turno.,INTJ VERB ADP DET NOUN ADV PRON VERB DET NOUN PUNCT ,UH VB IN DT NN WRB PRP VBZ PRP$ NN . ,VERB ADP NOUN SCONJ AUX DET NOUN PUNCT ,VBZ IN NNP IN VBZ PRP$ NN . 
603,Chanho Park is my favorite baseball player.,Park Chanho es mi jugador preferido de béisbol.,PROPN PROPN VERB DET ADJ NOUN NOUN PUNCT ,NNP NNP VBZ PRP$ JJ NN NN . ,PROPN PROPN AUX DET NOUN ADJ ADP NOUN PUNCT ,NNP NNP VBZ PRP$ NN JJ IN NN . 
604,Did you get hurt? Take this medicine.,¿Estás lastimado? Toma esta medicina.,VERB PRON VERB VERB PUNCT VERB DET NOUN PUNCT ,VBD PRP VB VBN . VB DT NN . ,PUNCT AUX ADJ PUNCT VERB DET NOUN PUNCT ,. VBP JJ . VBZ DT NN . 
605,"It's a little chilly today, isn't it? ","Hoy hace un poco de frío, ¿no lo crees?",PRON VERB DET ADJ ADJ NOUN PUNCT VERB ADV PRON PUNCT ,"PRP VBZ DT JJ JJ NN , VBZ RB PRP . ",ADV AUX DET PRON ADP NOUN PUNCT PUNCT ADV PRON VERB PUNCT ,"RB VBZ DT DT IN NN , . RB PRP VBP . "
606,There is a pharmacy on the second floor.,Hay una farmacia en el segundo piso.,ADV VERB DET NOUN ADP DET ADJ NOUN PUNCT ,EX VBZ DT NN IN DT JJ NN . ,AUX DET NOUN ADP DET ADJ NOUN PUNCT ,VBZ DT NN IN DT JJ NN . 
607,"If you break your promise this time, I'll never see you again.","Si rompes tu promesa este vez, nunca te veré otra vez.",ADP PRON VERB DET NOUN DET NOUN PUNCT PRON AUX ADV VERB PRON ADV PUNCT ,"IN PRP VBP PRP$ NN DT NN , PRP MD RB VB PRP RB . ",SCONJ VERB DET NOUN DET NOUN PUNCT ADV PRON VERB DET NOUN PUNCT ,"IN VBP PRP$ NN DT NN , RB PRP VBD DT NN . "
608,That's why your socks keep getting holes.,Es por eso que surgen agujeros en tus calzetines.,DET VERB ADV DET NOUN VERB VERB NOUN PUNCT ,DT VBZ WRB PRP$ NNS VBP VBG NNS . ,AUX ADP PRON SCONJ VERB NOUN ADP DET NOUN PUNCT ,VBZ IN DT IN VBP NNS IN DT NNS . 
609,I guess this tie will go with your suit.,Esta corbata ira muy bien con tu traje.,PRON VERB DET NOUN VERB VERB ADP DET NOUN PUNCT ,PRP VBP DT NN MD VB IN PRP$ NN . ,DET NOUN NOUN ADV ADV ADP DET NOUN PUNCT ,DT NN NN RB RB IN PRP$ NN . 
610,Don't worry. Just lean against my shoulder.,"Perdóneme, he estado hablando solamente sobre mí.",VERB ADV VERB PUNCT ADV VERB ADP DET NOUN PUNCT ,VB RB VB . RB VB IN PRP$ NN . ,INTJ PUNCT AUX AUX VERB ADV ADP PRON PUNCT ,"UH , VBP VBN VBG RB IN PRP . "
611,Which part hurts the most?,"No te preocupes, solo apoyate en mis hombros.",DET NOUN VERB DET ADV PUNCT ,WDT NN VBZ DT RBS . ,ADV PRON VERB PUNCT ADV NOUN ADP DET NOUN PUNCT ,"RB PRP VBP , RB NN IN PRP$ NNS . "
612,Where do you live? ,¿Qué parte te duele más?,ADV VERB PRON VERB PUNCT ,WRB VBP PRP VB . ,PUNCT DET NOUN PRON VERB ADV PUNCT ,. WDT NN PRP VBZ RB . 
613,How do you feel these days?,¿Dónde vives?,ADV VERB PRON VERB DET NOUN PUNCT ,WRB VBP PRP VB DT NNS . ,PUNCT PRON VERB PUNCT ,. WDT VBP . 
614,What kind of person do you like? asked a certain guy.,¿Cómo te sientes actualmente?,DET NOUN ADP NOUN VERB PRON VERB PUNCT VERB DET ADJ NOUN PUNCT ,WDT NN IN NN VBP PRP VB . VBD DT JJ NN . ,PUNCT PRON PRON VERB ADV PUNCT ,. WDT PRP VBP RB . 
615,This math test was more difficult than the last one.,“Qué clase de persona le gusta?” preguntó cierto individuo.,DET NOUN NOUN VERB ADV ADJ ADP DET ADJ NOUN PUNCT ,DT NN NN VBD RBR JJ IN DT JJ NN . ,PUNCT DET NOUN ADP NOUN PRON VERB PUNCT PUNCT VERB DET NOUN PUNCT ,'' WDT NN IN NN PRP VBZ . '' VBD DT NN . 
616,"May I help you? - Two adults and one child, please.",Esta prueba de matemáticas fue más difícil que la pasada.,VERB PRON VERB PRON PUNCT PUNCT NUM NOUN CCONJ NUM NOUN PUNCT INTJ PUNCT ,"MD PRP VB PRP . : CD NNS CC CD NN , UH . ",DET NOUN ADP NOUN AUX ADV ADJ SCONJ DET ADJ PUNCT ,DT NN IN NNS VBD RB JJ IN DT JJ . 
617,I've heard many times that I look younger than my age.,"¿Puedo ayudarte? - Dos adultos y un niño, por favor.",PRON VERB VERB ADJ NOUN ADP PRON VERB ADJ ADP DET NOUN PUNCT ,PRP VB VBN JJ NNS IN PRP VBP JJR IN PRP$ NN . ,PUNCT AUX VERB PUNCT PUNCT NUM NOUN CCONJ DET NOUN PUNCT ADP NOUN PUNCT ,". VBP TO VB . SYM CD NNS CC DT NN , IN NNP . "
618,Do children have to pay money?,He oído muchas veces que parezco más joven de lo que parezco.,VERB NOUN VERB PART VERB NOUN PUNCT ,VBP NNS VB TO VB NN . ,AUX VERB DET NOUN PRON VERB ADV ADJ ADP DET PRON VERB PUNCT ,VBP VBN DT NNS DT VBP RB JJ IN DT DT VBP . 
619,My mother has been sick for three years.,¿Los niños tienen que pagar dinero?,DET NOUN VERB VERB ADJ ADP NUM NOUN PUNCT ,PRP$ NN VBZ VBN JJ IN CD NNS . ,PUNCT DET NOUN VERB SCONJ VERB NOUN PUNCT ,. DT NNS VBP IN TO VB NN . 
620,I told him to get the work done quickly.,Mi madre ha estado enferma por tres años.,PRON VERB PRON PART VERB DET NOUN VERB ADV PUNCT ,PRP VBD PRP TO VB DT NN VBN RB . ,DET NOUN AUX VERB VERB ADP NUM NOUN PUNCT ,PRP$ NN VBZ VBN VBZ IN CD NNS . 
621,The dress suits you well.,Le dije que termine rápidamente con el trabajo.,DET NOUN VERB PRON ADV PUNCT ,DT NN VBZ PRP RB . ,PRON VERB SCONJ VERB ADV ADP DET NOUN PUNCT ,PRP VBD IN VBZ RB IN DT NN . 
622,"I called you yesterday more than ten times, but you didn't answer.",Esa ropa te queda bien.,PRON VERB PRON NOUN ADJ ADP NUM NOUN PUNCT CCONJ PRON VERB ADV VERB PUNCT ,"PRP VBD PRP NN JJR IN CD NNS , CC PRP VBD RB VB . ",DET NOUN PRON VERB ADV PUNCT ,DT NN PRP VBZ RB . 
623,I wish I had an older sister.,"Te llamé ayer más de diez veces, pero no contestaste.",PRON VERB PRON VERB DET ADJ NOUN PUNCT ,PRP VBP PRP VBD DT JJR NN . ,PRON VERB ADV ADV ADP NUM NOUN PUNCT CCONJ ADV VERB PUNCT ,"PRP VBD RB RB IN CD NNS , CC RB VBZ . "
624,When are you free?,Me hubiese gustado tener un hermana mayor.,ADV VERB PRON ADJ PUNCT ,WRB VBP PRP JJ . ,PRON AUX VERB VERB DET NOUN ADJ PUNCT ,PRP VBD VBN TO VB DT NN JJ . 
625,It's always hard to live with someone.,¿Cuándo estás libre?,PRON VERB ADV ADJ PART VERB ADP NOUN PUNCT ,PRP VBZ RB JJ TO VB IN NN . ,PUNCT PRON AUX ADJ PUNCT ,. WDT VBP JJ . 
626,You can't always get what you want.,Es siempre duro vivir con otra persona.,PRON AUX ADV ADV VERB PRON PRON VERB PUNCT ,PRP MD RB RB VB WP PRP VBP . ,AUX ADV ADJ VERB ADP DET NOUN PUNCT ,VBZ RB JJ TO VB IN DT NN . 
627,Why is your face suddenly turning red?,No puedes conseguir siempre lo que deseas.,ADV VERB DET NOUN ADV VERB ADJ PUNCT ,WRB VBZ PRP$ NN RB VBG JJ . ,ADV AUX VERB ADV DET PRON VERB PUNCT ,RB VBP TO VB RB DT DT VBZ . 
628,Answer me right away.,¿Por qué se te pone la cara roja tan repentinamente ?,VERB PRON ADV ADV PUNCT ,VB PRP RB RB . ,PUNCT ADP PRON PRON PRON VERB DET NOUN ADJ ADV ADJ PUNCT ,. IN WP PRP PRP VBZ DT NN JJ RB JJ . 
629,How much is this?,Contéstame enseguida.,ADV ADJ VERB DET PUNCT ,WRB JJ VBZ DT . ,VERB ADV PUNCT ,VBD RB . 
630,How long have you been in Korea?,¿Cuánto es ésto?,ADV ADV VERB PRON VERB ADP PROPN PUNCT ,WRB RB VBP PRP VBN IN NNP . ,PUNCT SCONJ AUX NOUN PUNCT ,. IN VBZ NN . 
631,I'm going to meet my mom for lunch downtown.,¿Cuánto tiempo has estado en Corea?,PRON VERB VERB PART VERB DET NOUN ADP NOUN NOUN PUNCT ,PRP VBP VBG TO VB PRP$ NN IN NN NN . ,PUNCT DET NOUN AUX VERB ADP PROPN PUNCT ,. WDT NN VBP VBN IN NNP . 
632,Nowadays there is no one who does not have a cell phone.,Voy a comer afuera con mi madre.,ADV ADV VERB DET NOUN PRON VERB ADV VERB DET NOUN NOUN PUNCT ,RB EX VBZ DT NN WP VBZ RB VB DT NN NN . ,AUX ADP VERB ADV ADP DET NOUN PUNCT ,VBP IN TO VB RB IN PRP$ NN . 
633,My bag is gone!,Estos días no hay persona que no tenga celular.                                                                                                                                ,DET NOUN VERB VERB PUNCT ,PRP$ NN VBZ VBN . ,DET NOUN ADV AUX NOUN SCONJ ADV VERB ADJ PUNCT SPACE ,DT NNS RB VBZ NN IN RB VBZ JJ . _SP 
634,"I can live without water, but I can't live without music.",¡Desapareció mi bolso!,PRON VERB VERB ADP NOUN PUNCT CCONJ PRON AUX ADV VERB ADP NOUN PUNCT ,"PRP MD VB IN NN , CC PRP MD RB VB IN NN . ",PUNCT VERB DET NOUN PUNCT ,. VBD PRP$ NN . 
635,Would you mind if I turned on the air conditioner?,"Puedo vivir sin agua, pero no puedo vivir sin música.",VERB PRON VERB ADP PRON VERB PART DET NOUN NOUN PUNCT ,MD PRP VB IN PRP VBD RP DT NN NN . ,AUX VERB ADP NOUN PUNCT CCONJ ADV AUX VERB ADP NOUN PUNCT ,"VBP TO VB IN NN , CC RB VBP TO VB IN NN . "
636,Can I see your passport?,¿Puedo prender el acondicionador de aire?,VERB PRON VERB DET NOUN PUNCT ,MD PRP VB PRP$ NN . ,PUNCT AUX VERB DET NOUN ADP NOUN PUNCT ,. VBP TO VB DT NN IN NN . 
637,"I'm over here, in the bookstore.",¿Puedo ver tu pasaporte?,PRON VERB ADV ADV PUNCT ADP DET NOUN PUNCT ,"PRP VBP RB RB , IN DT NN . ",PUNCT AUX VERB DET NOUN PUNCT ,. VBP TO VB PRP$ NN . 
638,How old is your younger sister?,"Estoy aquí, en la librería.",ADV ADJ VERB DET ADJ NOUN PUNCT ,WRB JJ VBZ PRP$ JJR NN . ,VERB ADV PUNCT ADP DET NOUN PUNCT ,"VBP RB , IN DT NN . "
639,I'd like to travel to many countries.,¿Cuántos años tiene tu hermana menor?,PRON AUX VERB PART VERB ADP ADJ NOUN PUNCT ,PRP MD VB TO VB IN JJ NNS . ,PUNCT DET NOUN VERB DET NOUN ADJ PUNCT ,. DT NNS VBZ PRP$ NN JJ . 
640,"Ok, everyone, let's get down to business.",Quisiera viajar a muchos países.,INTJ PUNCT NOUN PUNCT VERB PRON VERB PART ADP NOUN PUNCT ,"UH , NN , VB PRP VB RP IN NN . ",VERB VERB ADP DET NOUN PUNCT ,VBD TO VB IN DT NNS . 
641,I love summer because I can go swimming.,"Bueno, señores, ¿vamos a comenzar?",PRON VERB NOUN ADP PRON VERB VERB VERB PUNCT ,PRP VBP NN IN PRP MD VB VBG . ,INTJ PUNCT NOUN PUNCT PUNCT AUX ADP VERB PUNCT ,"UH , NNS , . VBP IN TO VB . "
642,Hello? Can I speak to Hyean?,Amo el verano porque puedo ir a nadar.,INTJ PUNCT VERB PRON VERB ADP PROPN PUNCT ,UH . MD PRP VB IN NNP . ,VERB DET NOUN SCONJ AUX AUX ADP VERB PUNCT ,VBP DT NN IN VBP TO VB IN TO VB . 
643,Can you see a woman over there?,¿Aló? ¿Puedo hablar a Hyean?,VERB PRON VERB DET NOUN ADV ADV PUNCT ,MD PRP VB DT NN RB RB . ,PUNCT VERB PUNCT PUNCT AUX VERB ADP PROPN PUNCT ,. VBZ . . VBP TO VB IN NNP . 
644,My class has more female students than male students.,¿Puedes ver a una mujer allá?,DET NOUN VERB ADJ ADJ NOUN ADP ADJ NOUN PUNCT ,PRP$ NN VBZ JJR JJ NNS IN JJ NNS . ,PUNCT AUX VERB ADP DET NOUN ADV PUNCT ,. VBP TO VB IN DT NN RB . 
645,I decided to travel to Busan this summer.,Mi clase tiene más estudiantes mujeres que estudiantes varones.,PRON VERB PART VERB ADP PROPN DET NOUN PUNCT ,PRP VBD TO VB IN NNP DT NN . ,DET NOUN VERB ADV NOUN NOUN PRON NOUN ADJ PUNCT ,PRP$ NN VBZ RB NNS NNS DT NNS JJ . 
646,This stop is Jonggak. The exit doors are on your left.,En estas vacaciones decidimos viajar a Busan.,DET NOUN VERB PROPN PUNCT DET NOUN NOUN VERB ADP DET NOUN PUNCT ,DT NN VBZ NNP . DT NN NNS VBP IN PRP$ NN . ,ADP DET NOUN VERB VERB ADP PROPN PUNCT ,IN DT NNS VBP TO VB IN NNP . 
647,I studied all day long for the history test .,Esta parada es Jonggak. Las puertas de la salida están a su izquierda.,PRON VERB DET NOUN ADV ADP DET NOUN NOUN PUNCT ,PRP VBD DT NN RB IN DT NN NN . ,DET NOUN AUX PROPN PUNCT DET NOUN ADP DET NOUN AUX ADP DET NOUN PUNCT ,DT NN VBZ NNP . DT NNS IN DT NN VBP IN PRP$ NN . 
648,I got kicked off the basketball team because I didn't go to the practice this week.,Estudié todo el dia para la prueba de la historia.,PRON VERB VERB PART DET NOUN NOUN ADP PRON VERB ADV VERB ADP DET NOUN DET NOUN PUNCT ,PRP VBD VBN RP DT NN NN IN PRP VBD RB VB IN DT NN DT NN . ,VERB DET DET NOUN ADP DET NOUN ADP DET NOUN PUNCT ,VBD DT DT NN IN DT NN IN DT NN . 
649,Hold on. I'll get some paper and a pencil.,Fui eliminado del equipo de baloncesto porque no asistí al ensayo.,VERB PART PUNCT PRON AUX VERB DET NOUN CCONJ DET NOUN PUNCT ,VB RP . PRP MD VB DT NN CC DT NN . ,AUX VERB ADP NOUN ADP NOUN SCONJ ADV VERB ADP NOUN PUNCT ,VBD VBN IN NN IN NN IN RB VBD IN NN . 
650,Open it up. It's a surprise gift.,Un momento. Conseguiré un papel y un lápiz.,VERB PRON PART PUNCT PRON VERB DET NOUN NOUN PUNCT ,VB PRP RP . PRP VBZ DT NN NN . ,DET NOUN PUNCT VERB DET NOUN CCONJ DET NOUN PUNCT ,DT NN . MD VB DT NN CC DT NN . 
651,The door opened by itself.,"Ábrelo, es una sorpresa.",DET NOUN VERB ADP PRON PUNCT ,DT NN VBN IN PRP . ,PROPN PUNCT AUX DET NOUN PUNCT ,"NNP , VBZ DT NN . "
652,I've lost my car keys.,La puerta se abrió por sí mismo.,PRON VERB VERB DET NOUN NOUN PUNCT ,PRP VB VBN PRP$ NN NNS . ,DET NOUN PRON VERB ADP PRON ADJ PUNCT ,DT NN PRP VBD IN PRP JJ . 
653,I studied very hard for the test.,He perdido mis llaves del coche.,PRON VERB ADV ADV ADP DET NOUN PUNCT ,PRP VBD RB RB IN DT NN . ,AUX VERB DET NOUN ADP NOUN PUNCT ,VBP VBN PRP$ NNS IN NN . 
654,I'll be living in England for a year.,Estudié muy duro para la prueba.,PRON AUX VERB VERB ADP PROPN ADP DET NOUN PUNCT ,PRP MD VB VBG IN NNP IN DT NN . ,VERB ADV ADJ ADP DET NOUN PUNCT ,VBP RB JJ IN DT NN . 
655,How did you study English?,Viviré en Inglaterra por un año.,ADV VERB PRON VERB PROPN PUNCT ,WRB VBD PRP VB NNP . ,VERB ADP PROPN ADP DET NOUN PUNCT ,MD VB IN NNP IN DT NN . 
656,"The movie was stupid, but the scenery was nice!",¿Cómo estudiaste inglés?,DET NOUN VERB ADJ PUNCT CCONJ DET NOUN VERB ADJ PUNCT ,"DT NN VBD JJ , CC DT NN VBD JJ . ",PUNCT PRON DET NOUN PUNCT ,. WDT DT NN . 
657,The bank is next to the building.,"¡La película era estúpida, pero el paisaje era agradable!",DET NOUN VERB ADJ ADP DET NOUN PUNCT ,DT NN VBZ JJ IN DT NN . ,PUNCT DET NOUN AUX ADJ PUNCT CCONJ DET NOUN AUX ADJ PUNCT ,". DT NN VBD JJ , CC DT NN VBD JJ . "
658,Give me an example.,El banco está al lado del edificio.,VERB PRON DET NOUN PUNCT ,VB PRP DT NN . ,DET NOUN AUX ADP NOUN ADP NOUN PUNCT ,DT NN VBZ IN NNP IN NN . 
659,Today I saw a really pretty girl.,Dame un ejemplo.,NOUN PRON VERB DET ADV ADJ NOUN PUNCT ,NN PRP VBD DT RB JJ NN . ,VERB DET NOUN PUNCT ,VBP DT NN . 
660,Are you going to arrive on schedule?,Hoy vi a muchacha realmente bonita.,VERB PRON VERB PART VERB ADP NOUN PUNCT ,VBP PRP VBG TO VB IN NN . ,ADV VERB ADP NOUN ADV ADJ PUNCT ,RB VBD IN NN RB JJ . 
661,That song reminds me of the old days.,¿Vas a llegar en horario?,DET NOUN VERB PRON ADP DET ADJ NOUN PUNCT ,DT NN VBZ PRP IN DT JJ NNS . ,PUNCT DET ADP VERB ADP NOUN PUNCT ,. DT IN TO VB IN NN . 
662,Today is my day off.,Esa canción me recuerda los viejos días.,NOUN VERB DET NOUN ADV PUNCT ,NN VBZ PRP$ NN RB . ,DET NOUN PRON VERB DET ADJ NOUN PUNCT ,DT NN PRP VBZ DT JJ NNS . 
663,When are you coming?,Hoy es mi día franco.,ADV VERB PRON VERB PUNCT ,WRB VBP PRP VBG . ,ADV AUX DET NOUN ADJ PUNCT ,RB VBZ PRP$ NN JJ . 
664,I'm sorry to have kept you waiting for so long.,¿Cuándo vienes?,PRON VERB ADJ PART VERB VERB PRON VERB ADP ADV ADV PUNCT ,PRP VBP JJ TO VB VBN PRP VBG IN RB RB . ,PUNCT PRON VERB PUNCT ,. WDT VBP . 
665,Has it been a while since you've been back to your hometown?,Estoy apesadumbrado de haberte hecho esperar por tanto tiempo.,VERB PRON VERB DET NOUN ADP PRON VERB VERB ADV ADP DET NOUN PUNCT ,VBZ PRP VBN DT NN IN PRP VB VBN RB IN PRP$ NN . ,AUX ADJ ADP AUX AUX VERB ADP DET NOUN PUNCT ,VBP JJ IN TO VB VBN TO VB IN DT NN . 
666,Are these oranges fresh?,¿Hace mucho tiempo que no visita su ciudad natal?,VERB DET NOUN ADJ PUNCT ,VBP DT NNS JJ . ,PUNCT AUX DET NOUN SCONJ ADV VERB DET NOUN ADJ PUNCT ,. VBZ DT NN IN RB VBZ PRP$ NN JJ . 
667,The price of gasoline has gone up again.,¿Las naranjas están frescas?,DET NOUN ADP NOUN VERB VERB PART ADV PUNCT ,DT NN IN NN VBZ VBN RP RB . ,PUNCT DET NOUN AUX ADJ PUNCT ,. DT NNS VBP JJ . 
668,Turn right at the park.,El precio de la gasolina ha aumentado otra vez.,VERB ADV ADP DET NOUN PUNCT ,VB RB IN DT NN . ,DET NOUN ADP DET NOUN AUX VERB DET NOUN PUNCT ,DT NN IN DT NN VBZ VBN DT NN . 
669,Does your brother wear glasses?,Dar vuelta a la derecha en el parque.,VERB DET NOUN VERB NOUN PUNCT ,VBZ PRP$ NN VB NNS . ,VERB NOUN ADP DET NOUN ADP DET NOUN PUNCT ,TO VB NN IN DT NN IN DT NN . 
670,I work from 9 a.m. to 6 p.m.,¿Tu hermano usa anteojos?,PRON VERB ADP NUM NOUN ADP NUM ADV ,PRP VBP IN CD NN IN CD RB ,PUNCT DET NOUN VERB NOUN PUNCT ,. PRP$ NN VBZ NNS . 
671,Come by this afternoon.,Trabajo a partir de las nueve de la mañana hasta las seis de la tarde.,VERB ADP DET NOUN PUNCT ,VB IN DT NN . ,NOUN ADP NOUN ADP DET NOUN ADP DET NOUN ADP DET NUM ADP DET NOUN PUNCT ,NN IN NNP IN DT NNS IN DT NN IN DT CD IN DT NN . 
672,How many flights of stairs should I go up?,Venga luego a la tarde.,ADV ADJ NOUN ADP NOUN VERB PRON VERB PART PUNCT ,WRB JJ NNS IN NNS MD PRP VB RP . ,VERB ADV ADP DET NOUN PUNCT ,VBZ RB IN DT NN . 
673,I've decided to quit smoking this year.,¿Cuántos escalones tengo que subir?,PRON VERB VERB PART VERB NOUN DET NOUN PUNCT ,PRP VB VBN TO VB NN DT NN . ,PUNCT DET NOUN VERB SCONJ VERB PUNCT ,. DT NNS VBP IN TO VB . 
674,"I read the book, 'Who moved my cheese?' today.",He decidido parar de fumar este año.,PRON VERB DET NOUN PUNCT PUNCT PRON VERB DET NOUN PUNCT PUNCT NOUN PUNCT ,"PRP VBD DT NN , '' WP VBD PRP$ NN . '' NN . ",AUX VERB VERB ADP VERB DET NOUN PUNCT ,VBP VBN TO VB IN TO VB DT NN . 
675,Do you think these clothes will fit me?,"Hoy leí el libro, “¿Quién movió mi queso?”.",VERB PRON VERB DET NOUN VERB VERB PRON PUNCT ,VBP PRP VB DT NNS MD VB PRP . ,ADV VERB DET NOUN PUNCT PROPN PUNCT PRON VERB DET NOUN PUNCT PUNCT PUNCT ,"RB VBD DT NN , NNP . WP VBD PRP$ NN . '' . "
676,You were completely drunk last night.,¿Piensas que estas ropas me quedarán bien?,PRON VERB ADV ADJ ADJ NOUN PUNCT ,PRP VBD RB JJ JJ NN . ,PUNCT VERB SCONJ DET NOUN PRON VERB ADV PUNCT ,. VBP IN DT NNS PRP MD VB RB . 
677,Why did you do that?,Ayer por la noche estabas totalmente tomado.,ADV VERB PRON VERB DET PUNCT ,WRB VBD PRP VB DT . ,ADV ADP DET NOUN VERB ADV ADJ PUNCT ,RB IN DT NN VBP RB JJ . 
678,I wake up late in the morning because I have nothing to do.,¿Por qué hiciste eso?,PRON VERB PART ADV ADP DET NOUN ADP PRON VERB NOUN PART VERB PUNCT ,PRP VBP RP RB IN DT NN IN PRP VBP NN TO VB . ,PUNCT ADP PRON VERB PRON PUNCT ,. IN WP VBZ DT . 
679,I wish I had been born in a foreign country.,Me desperté tarde por la mañana porque no tenía nada para hacer.,PRON VERB PRON VERB VERB VERB ADP DET ADJ NOUN PUNCT ,PRP VBP PRP VBD VBN VBN IN DT JJ NN . ,PRON VERB ADV ADP DET NOUN SCONJ ADV VERB PRON ADP VERB PUNCT ,PRP VBD RB IN DT NN IN RB VBD NN IN TO VB . 
680,Can you speak any foreign languages?,Me hubiese gustado ser nato en un país extranjero.,VERB PRON VERB DET ADJ NOUN PUNCT ,MD PRP VB DT JJ NNS . ,PRON AUX VERB AUX NOUN ADP DET NOUN ADJ PUNCT ,PRP VBD VBN TO VB NN IN DT NN JJ . 
681,There are many foreigners in Itaewon.,¿Sabes hablar idiomas extranjeros?,ADV VERB ADJ NOUN ADP PROPN PUNCT ,EX VBP JJ NNS IN NNP . ,PUNCT AUX VERB NOUN ADJ PUNCT ,. VBP TO VB NNS JJ . 
682,Press the red button on your left.,Hay muchos extranjeros en Itaewon.,VERB DET ADJ NOUN ADP DET NOUN PUNCT ,VB DT JJ NN IN PRP$ NN . ,AUX DET NOUN ADP PROPN PUNCT ,VBZ DT NNS IN NNP . 
683,Did you cook all these?,Presionar el botón rojo en su izquierda.,VERB PRON VERB DET DET PUNCT ,VBD PRP VB PDT DT . ,VERB DET NOUN ADJ ADP DET NOUN PUNCT ,TO VB DT NN JJ IN PRP$ NN . 
684,I'm gaining weight these days.,¿Cocinaste todo ésto tú solo?,PRON VERB VERB NOUN DET NOUN PUNCT ,PRP VBP VBG NN DT NNS . ,PUNCT PROPN DET PRON PRON ADV PUNCT ,. NNP DT DT PRP RB . 
685,Greed has no limits.,Estoy aumentando de peso actualmente.,NOUN VERB DET NOUN PUNCT ,NN VBZ DT NNS . ,AUX VERB ADP NOUN ADV PUNCT ,VBP VBG IN NN RB . 
686,Have we met before?,La avaricia no tiene límites.,VERB PRON VERB ADV PUNCT ,VBP PRP VBN RB . ,DET NOUN ADV VERB NOUN PUNCT ,DT NN RB VBZ NNS . 
687,"In my country, we are regarded as being one year old as soon as we're born.",¿Nos hemos visto anteriormente?,ADP DET NOUN PUNCT PRON VERB VERB ADP VERB NUM NOUN ADJ ADV ADV ADP PRON VERB VERB PUNCT ,"IN PRP$ NN , PRP VBP VBN IN VBG CD NN JJ RB RB IN PRP VBP VBN . ",PUNCT PRON AUX VERB ADV PUNCT ,. PRP VBP VBN RB . 
