,english,spanish,en_ud,en_penn,es_ud,es_penn
1814,"Good research resources are needed to create and foster employment in the EU and to boost the EU's competitiveness, particularly as the industrially developing countries grow in strength.","Necesitamos buenos recursos de investigación para crear y fomentar el empleo en la UE e impulsar la competitividad de la UE, sobre todo, a medida que los países industrialmente desarrollados se hacen más fuertes.",ADJ NOUN NOUN VERB VERB PART VERB CCONJ ADJ NOUN ADP DET PROPN CCONJ PART VERB DET PROPN PART NOUN PUNCT ADV ADP DET ADV VERB NOUN VERB ADP NOUN PUNCT ,"JJ NN NNS VBP VBN TO VB CC JJ NN IN DT NNP CC TO VB DT NNP POS NN , RB IN DT RB VBG NNS VB IN NN . ",VERB ADJ NOUN ADP NOUN ADP VERB CCONJ VERB DET NOUN ADP DET PROPN CCONJ VERB DET NOUN ADP DET PROPN PUNCT ADP PRON PUNCT ADP NOUN SCONJ DET NOUN ADV ADJ PRON VERB ADV ADJ PUNCT ,"VBP JJ NNS IN NN IN TO VB CC TO VB DT NN IN DT NNP CC TO VB DT NN IN DT NNP , IN DT , IN NNP IN DT NNS RB VBN PRP VBP RB JJ . "
1815,Collaboration between the private and public sectors must be developed and SMEs encouraged to participate more fully in the programme.,La colaboración entre los sectores público y privado debe ser desarrollada y hay que impulsar a las PYME a participar más plenamente en el programa.,NOUN ADP DET ADJ CCONJ ADJ NOUN VERB VERB VERB CCONJ NOUN VERB PART VERB ADV ADV ADP DET NOUN PUNCT ,NN IN DT JJ CC JJ NNS MD VB VBN CC NNS VBD TO VB RBR RB IN DT NN . ,DET NOUN ADP DET NOUN ADJ CCONJ ADJ AUX AUX VERB CCONJ AUX SCONJ VERB ADP DET PROPN ADP VERB ADV ADV ADP DET NOUN PUNCT ,DT NN IN DT NNS JJ CC JJ VBZ TO VB VBN CC VBZ IN TO VB IN DT NNP IN TO VB RB RB IN DT NN . 
1816,This encouragement must come from the high authorities.,Este estímulo debe proceder de las altas autoridades.,DET NOUN VERB VERB ADP DET ADJ NOUN PUNCT ,DT NN MD VB IN DT JJ NNS . ,DET NOUN AUX VERB ADP DET ADJ NOUN PUNCT ,DT NN VBZ TO VB IN DT JJ NNS . 
1817,"At a meeting on 4 February, the leaders of the EU and of Member States stated their commitment to the Innovation Union flagship initiative.","En una reunión celebrada el 4 de febrero, los líderes de la UE y de los Estados miembros declararon su compromiso con la iniciativa insignia ""Unión por la Innovación"".",ADP DET NOUN ADP NUM PROPN PUNCT DET NOUN ADP DET PROPN CCONJ ADP PROPN PROPN VERB DET NOUN ADP DET PROPN PROPN NOUN NOUN PUNCT ,"IN DT NN IN CD NNP , DT NNS IN DT NNP CC IN NNP NNP VBD PRP$ NN IN DT NNP NNP NN NN . ",ADP DET NOUN ADJ DET NUM ADP NOUN PUNCT DET NOUN ADP DET PROPN CCONJ ADP DET NOUN NOUN VERB DET NOUN ADP DET NOUN ADJ PUNCT PROPN ADP DET PROPN PUNCT PUNCT ,"IN DT NN JJ DT CD IN NNP , DT NNS IN DT NNP CC IN DT NNS NNS VBD PRP$ NN IN DT NN JJ '' NNP IN DT NNP '' . "
1818,"Now, however, action must be taken to match their words.","Sin embargo, ahora debemos actuar para cumplir las palabras de estos representantes.",ADV PUNCT ADV PUNCT NOUN VERB VERB VERB PART VERB DET NOUN PUNCT ,"RB , RB , NN MD VB VBN TO VB PRP$ NNS . ",ADP NOUN PUNCT ADV AUX VERB ADP VERB DET NOUN ADP DET NOUN PUNCT ,"IN NN , RB VBP TO VB IN TO VB DT NNS IN DT NNS . "
1819,Research and innovation are what will help us escape from the economic deadlock which we are in at present.,La investigación y la innovación nos ayudarán a salir del estancamiento económico con el que nos encontraremos en la actualidad.,NOUN CCONJ NOUN VERB PRON VERB VERB PRON VERB ADP DET ADJ NOUN DET PRON VERB ADP ADP NOUN PUNCT ,NN CC NN VBP WP MD VB PRP VB IN DT JJ NN WDT PRP VBP IN IN NN . ,DET NOUN CCONJ DET NOUN PRON VERB ADP VERB ADP NOUN ADJ ADP DET PRON PRON VERB ADP DET NOUN PUNCT ,DT NN CC DT NN PRP MD VB IN TO VB IN NN JJ IN DT DT PRP VBP IN DT NN . 
1820,Research and development play a large part in modernising our economies and strengthening our competitiveness.,La investigación y el desarrollo juegan un papel importante en la modernización de nuestras economías y el fortalecimiento de nuestra competitividad.,NOUN CCONJ NOUN VERB DET ADJ NOUN ADP VERB DET NOUN CCONJ VERB DET NOUN PUNCT ,NN CC NN VBP DT JJ NN IN VBG PRP$ NNS CC VBG PRP$ NN . ,DET NOUN CCONJ DET NOUN VERB DET NOUN ADJ ADP DET NOUN ADP DET NOUN CCONJ DET NOUN ADP DET NOUN PUNCT ,DT NN CC DT NN VBP DT NN JJ IN DT NN IN PRP$ NNS CC DT NN IN PRP$ NN . 
1821,"With a budget of EUR 54 billion for the period 2007-2013, the Seventh Framework Programme for research and development is the world's largest programme of support for research.","Con un presupuesto de 54 000 millones de euros para el período 2007-2013, el Séptimo Programa Marco de investigación y desarrollo es el mayor programa mundial de apoyo a la investigación.",ADP DET NOUN ADP PROPN NUM NUM ADP DET NOUN NUM SYM NUM PUNCT DET PROPN PROPN PROPN ADP NOUN CCONJ NOUN VERB DET NOUN PART ADJ NOUN ADP NOUN ADP NOUN PUNCT ,"IN DT NN IN NNP CD CD IN DT NN CD SYM CD , DT NNP NNP NNP IN NN CC NN VBZ DT NN POS JJS NN IN NN IN NN . ",ADP DET NOUN ADP NUM NUM NOUN ADP NOUN ADP DET NOUN NOUN PUNCT NOUN PUNCT DET PROPN PROPN PROPN ADP NOUN CCONJ NOUN AUX DET ADJ NOUN ADJ ADP NOUN ADP DET NOUN PUNCT ,"IN DT NN IN CD CD NNS IN NN IN DT NN NNP SYM NNP , DT NNP NNP NNP IN NN CC NN VBZ DT JJ NN JJ IN NN IN DT NN . "
1822,The adoption of this report by a strong majority is testament to Parliament's keen interest for the success of this programme and subsequent ones.,La adopción de este informe por una gran mayoría es un testimonio del gran interés del Parlamento por el éxito de este programa y los siguientes.,DET NOUN ADP DET NOUN ADP DET ADJ NOUN VERB NOUN ADP PROPN PART ADJ NOUN ADP DET NOUN ADP DET NOUN CCONJ ADJ NOUN PUNCT ,DT NN IN DT NN IN DT JJ NN VBZ NN IN NNP POS JJ NN IN DT NN IN DT NN CC JJ NNS . ,DET NOUN ADP DET NOUN ADP DET ADJ NOUN AUX DET NOUN ADP ADJ NOUN ADP PROPN ADP DET NOUN ADP DET NOUN CCONJ DET ADJ PUNCT ,DT NN IN DT NN IN DT JJ NN VBZ DT NN IN JJ NN IN NNP IN DT NN IN DT NN CC DT JJ . 
1823,Efforts still need to be made to ensure sound management of public money and prevent funds from being spread too thinly in projects that are not very efficient or that do not meet our needs.,Debemos esforzarnos para garantizar la buena gestión del dinero público y evitar que los fondos estén demasiado dispersos en proyectos que no son muy eficientes o que no cumplan con nuestras necesidades.,NOUN ADV VERB PART VERB VERB PART VERB ADJ NOUN ADP ADJ NOUN CCONJ VERB NOUN ADP VERB VERB ADV ADV ADP NOUN DET VERB ADV ADV ADJ CCONJ DET VERB ADV VERB DET NOUN PUNCT ,NNS RB VBP TO VB VBN TO VB JJ NN IN JJ NN CC VB NNS IN VBG VBN RB RB IN NNS WDT VBP RB RB JJ CC WDT VBP RB VB PRP$ NNS . ,AUX NOUN ADP VERB DET ADJ NOUN ADP NOUN ADJ CCONJ AUX SCONJ DET NOUN AUX ADV ADJ ADP NOUN PRON ADV AUX ADV ADJ CCONJ PRON ADV VERB ADP DET NOUN PUNCT ,VBP NNS IN TO VB DT JJ NN IN NN JJ CC TO VB IN DT NNS VBP RB JJ IN NNS DT RB VBP RB JJ CC DT RB VBP IN PRP$ NNS . 
1824,"The future of European research will involve simplifying how programmes are implemented, facilitating access to funding, the participation of small and medium-sized enterprises (SMEs) but, above all, adapting our priorities to society's great challenges (ageing population, climate change, and so on).","El futuro de la investigación europea implicará la simplificación de la forma en que se aplican los programas, facilitando el acceso a la financiación, la participación de las pequeñas y medianas empresas (PYME), pero, sobre todo, la adaptación de nuestras prioridades a los grandes retos de la sociedad (el envejecimiento de la población, el cambio climático y mucho más).",DET NOUN ADP ADJ NOUN VERB VERB VERB ADV NOUN VERB VERB PUNCT VERB NOUN ADP NOUN PUNCT DET NOUN ADP ADJ CCONJ ADJ PUNCT ADJ NOUN PUNCT PROPN PUNCT CCONJ PUNCT ADP DET PUNCT VERB DET NOUN ADP NOUN PART ADJ NOUN PUNCT VERB NOUN PUNCT NOUN NOUN PUNCT CCONJ ADV ADV PUNCT PUNCT ,"DT NN IN JJ NN MD VB VBG WRB NNS VBP VBN , VBG NN IN NN , DT NN IN JJ CC JJ HYPH JJ NNS -LRB- NNPS -RRB- CC , IN DT , VBG PRP$ NNS IN NN POS JJ NNS -LRB- VBG NN , NN NN , CC RB RB -RRB- . ",DET NOUN ADP DET NOUN ADJ VERB DET NOUN ADP DET NOUN ADP PRON PRON VERB DET NOUN PUNCT VERB DET NOUN ADP DET NOUN PUNCT DET NOUN ADP DET ADJ CCONJ ADJ NOUN PUNCT PROPN PUNCT PUNCT CCONJ PUNCT ADP PRON PUNCT DET NOUN ADP DET NOUN ADP DET ADJ NOUN ADP DET NOUN PUNCT DET NOUN ADP DET NOUN PUNCT DET NOUN ADJ CCONJ ADV ADV PUNCT PUNCT ,"DT NN IN DT NN JJ MD VB DT NN IN DT NN IN DT PRP VBP DT NNS , VBG DT NN IN DT NN , DT NN IN DT JJ CC JJ NNS _LRB_ NNP -RBR- , CC , IN DT , DT NN IN PRP$ NNS IN DT JJ NNS IN DT NN _LRB_ DT NN IN DT NN , DT NN JJ CC RB RB -RBR- . "
1825,I am convinced that the European Union has a leading role to play in the development of large research programmes and that it can bring real added value by consolidating the European Research Area (ERA).,Estoy convencido de que la Unión Europea tiene un papel protagónico en el desarrollo de grandes programas de investigación y que puede aportar valor añadido mediante la consolidación del Espacio Europeo de Investigación (EEI).,PRON VERB ADJ ADP DET PROPN PROPN VERB DET ADJ NOUN PART VERB ADP DET NOUN ADP ADJ NOUN NOUN CCONJ ADP PRON VERB VERB ADJ VERB NOUN ADP VERB DET PROPN PROPN PROPN PUNCT PROPN PUNCT PUNCT ,PRP VBP JJ IN DT NNP NNP VBZ DT JJ NN TO VB IN DT NN IN JJ NN NNS CC IN PRP MD VB JJ VBN NN IN VBG DT NNP NNP NNP -LRB- NNP -RRB- . ,AUX ADJ ADP SCONJ DET PROPN PROPN VERB DET NOUN ADJ ADP DET NOUN ADP ADJ NOUN ADP NOUN CCONJ PRON AUX VERB NOUN ADJ ADP DET NOUN ADP PROPN PROPN ADP PROPN PUNCT PROPN PUNCT PUNCT ,VBP JJ IN IN DT NNP NNP VBZ DT NN JJ IN DT NN IN JJ NNS IN NN CC DT VBZ TO VB NN JJ IN DT NN IN NNP NNP IN NNP _LRB_ NNP -RBR- . 
1826,That is why I decided to lend my full support to this report.,Por eso he decidido dar mi pleno apoyo a este informe.,DET VERB ADV PRON VERB PART VERB DET ADJ NOUN ADP DET NOUN PUNCT ,DT VBZ WRB PRP VBD TO VB PRP$ JJ NN IN DT NN . ,ADP PRON AUX VERB VERB DET ADJ NOUN ADP DET NOUN PUNCT ,IN DT VBP VBN TO VB PRP$ JJ NN IN DT NN . 
1827,"I voted in favour of this resolution because it calls for the use of the Seventh Framework Programme (FP7) to take account of the different consequences in each Member State of the economic crisis for the final years of the programme (2011-2013), given the considerable sums (EUR 28.8 billion over three years) still to be programmed, the objectives to be achieved for EU 2020 and preparation for a European Research Area and the Innovation Union.","He votado a favor de esta resolución porque exige el uso del Séptimo Programa Marco para tener en cuenta las diferentes consecuencias que la crisis económica ha tenido en cada Estado miembro para los últimos años del programa (2011-2013), habida cuenta de las sumas considerables (28 800 millones de euros durante tres años) que aún se deben programar, los objetivos que deben conseguirse para la Estrategia Europa 2020 y la preparación del Espacio Europeo de Investigación y el programa ""Unión por la Innovación"".",PRON VERB ADP NOUN ADP DET NOUN ADP PRON VERB ADP DET NOUN ADP DET PROPN PROPN PROPN PUNCT PROPN PUNCT PART VERB NOUN ADP DET ADJ NOUN ADP DET PROPN PROPN ADP DET ADJ NOUN ADP DET ADJ NOUN ADP DET NOUN PUNCT NUM SYM NUM PUNCT PUNCT VERB DET ADJ NOUN PUNCT PROPN NUM NUM ADP NUM NOUN PUNCT ADV PART VERB VERB PUNCT DET NOUN PART VERB VERB ADP PROPN NUM CCONJ NOUN ADP DET PROPN PROPN PROPN CCONJ DET PROPN PROPN PUNCT ,"PRP VBD IN NN IN DT NN IN PRP VBZ IN DT NN IN DT NNP NNP NNP -LRB- NNP -RRB- TO VB NN IN DT JJ NNS IN DT NNP NNP IN DT JJ NN IN DT JJ NNS IN DT NN -LRB- CD SYM CD -RRB- , VBN DT JJ NNS -LRB- NNP CD CD IN CD NNS -RRB- RB TO VB VBN , DT NNS TO VB VBN IN NNP CD CC NN IN DT NNP NNP NNP CC DT NNP NNP . ",AUX VERB ADP NOUN ADP DET NOUN SCONJ VERB DET NOUN ADP PROPN PROPN PROPN ADP VERB ADP NOUN DET ADJ NOUN PRON DET NOUN ADJ AUX VERB ADP DET PROPN NOUN ADP DET ADJ NOUN ADP NOUN PUNCT NOUN PUNCT NOUN PUNCT PUNCT NOUN NOUN ADP DET NOUN ADJ PUNCT NUM NUM NOUN ADP NOUN ADP NUM NOUN PUNCT PRON ADV PRON AUX VERB PUNCT DET NOUN PRON AUX VERB ADP DET PROPN PROPN NUM CCONJ DET NOUN ADP PROPN PROPN ADP PROPN CCONJ DET NOUN PUNCT PROPN ADP DET PROPN PUNCT PUNCT ,"VBP VBN IN NNP IN DT NN IN VBZ DT NN IN NNP NNP NNP IN TO VB IN NN DT JJ NNS DT DT NN JJ VBZ VBN IN DT NNP NN IN DT JJ NNS IN NN _LRB_ NNP SYM NNP -RBR- , NNP NNP IN DT NNS JJ _LRB_ CD CD NNS IN NN IN CD NNS -RBR- DT RB PRP VBP TO VB , DT NNS DT VBP TO VB IN DT NNP NNP CD CC DT NN IN NNP NNP IN NNP CC DT NN '' NNP IN DT NNP '' . "
1828,"It calls, in particular, for the alignment of the FP7 objectives with EU strategies on resource efficiency, raw materials and the Digital Agenda.","Solicita, en particular, la alineación de los objetivos del 7º PM con las estrategias de la UE sobre la eficiencia de recursos, las materias primas y la Agenda Digital.",PRON VERB PUNCT ADP ADJ PUNCT ADP DET NOUN ADP DET PROPN NOUN ADP PROPN NOUN ADP NOUN NOUN PUNCT ADJ NOUN CCONJ DET PROPN PROPN PUNCT ,"PRP VBZ , IN JJ , IN DT NN IN DT NNP NNS IN NNP NNS IN NN NN , JJ NNS CC DT NNP NNP . ",VERB PUNCT ADP NOUN PUNCT DET NOUN ADP DET NOUN ADP NUM PROPN ADP DET NOUN ADP DET PROPN ADP DET NOUN ADP NOUN PUNCT DET NOUN ADJ CCONJ DET PROPN PROPN PUNCT ,"VBZ , IN NNP , DT NN IN DT NNS IN CD NNP IN DT NNS IN DT NNP IN DT NN IN NNS , DT NNS JJ CC DT NNP NNP . "
1829,The remaining sums should not be diverted from research and used for other programmes or instruments that do not come within the research and innovation sector or the objectives and scope of FP7.,Las cantidades restantes no deben desviarse de la investigación ni utilizarse para otros programas o instrumentos que no se incluyan en el sector de la investigación y la innovación o que no estén relacionados con los objetivos y el ámbito del Séptimo Programa Marco.,DET VERB NOUN VERB ADV VERB VERB ADP NOUN CCONJ VERB ADP ADJ NOUN CCONJ NOUN DET VERB ADV VERB ADP DET NOUN CCONJ NOUN NOUN CCONJ DET NOUN CCONJ NOUN ADP PROPN PUNCT ,DT VBG NNS MD RB VB VBN IN NN CC VBN IN JJ NNS CC NNS WDT VBP RB VB IN DT NN CC NN NN CC DT NNS CC NN IN NNP . ,DET NOUN ADJ ADV AUX VERB ADP DET NOUN CCONJ VERB ADP DET NOUN CCONJ NOUN PRON ADV PRON VERB ADP DET NOUN ADP DET NOUN CCONJ DET NOUN CCONJ SCONJ ADV AUX ADJ ADP DET NOUN CCONJ DET NOUN ADP PROPN PROPN PROPN PUNCT ,DT NNS JJ RB VBP TO VB IN DT NN CC TO VB IN DT NNS CC NNS DT RB PRP VBP IN DT NN IN DT NN CC DT NN CC IN RB VBP VBN IN DT NNS CC DT NN IN NNP NNP NNP . 
1830,"There is a need to enhance, stimulate and secure the financing of research and development in the European Union via a significant increase in relevant expenditure from 2013 onwards, because such an increase in funding, ideally by increasing the budget, must foster sustainable growth and competition via excellence.","Existe una necesidad de mejorar, estimular y proteger la financiación de la investigación y el desarrollo en la Unión Europea a través de un aumento significativo del gasto correspondiente a partir de 2013, porque tal aumento de la financiación, idealmente mediante el aumento del presupuesto, debe fomentar el desarrollo sostenible y la competencia a través de la excelencia.",ADV VERB DET NOUN PART VERB PUNCT VERB CCONJ VERB DET NOUN ADP NOUN CCONJ NOUN ADP DET PROPN PROPN ADP DET ADJ NOUN ADP ADJ NOUN ADP NUM ADV PUNCT ADP DET DET NOUN ADP NOUN PUNCT ADV ADP VERB DET NOUN PUNCT VERB VERB ADJ NOUN CCONJ NOUN ADP NOUN PUNCT ,"EX VBZ DT NN TO VB , VB CC VB DT NN IN NN CC NN IN DT NNP NNP IN DT JJ NN IN JJ NN IN CD RB , IN PDT DT NN IN NN , RB IN VBG DT NN , MD VB JJ NN CC NN IN NN . ",VERB DET NOUN ADP VERB PUNCT VERB CCONJ VERB DET NOUN ADP DET NOUN CCONJ DET NOUN ADP DET PROPN PROPN ADP NOUN ADP DET NOUN ADJ ADP NOUN ADJ ADP NOUN ADP NOUN PUNCT SCONJ DET NOUN ADP DET NOUN PUNCT ADJ ADP DET NOUN ADP NOUN PUNCT AUX VERB DET NOUN ADJ CCONJ DET NOUN ADP NOUN ADP DET NOUN PUNCT ,"VBZ DT NN IN TO VB , TO VB CC TO VB DT NN IN DT NN CC DT NN IN DT NNP NNP IN NNP IN DT NN JJ IN NN JJ IN NNP IN NNP , IN DT NN IN DT NN , JJ IN DT NN IN NN , VBZ TO VB DT NN JJ CC DT NN IN NNP IN DT NN . "
1831,"This increase in funds must be coupled with a more result-oriented, performance-driven approach and with a radical simplification of funding procedures.",Este aumento de los fondos debe ir acompañado de un enfoque más orientado a los resultados y basado en el rendimiento y con una simplificación radical de los procedimientos de financiación.,DET NOUN ADP NOUN VERB VERB VERB ADP DET ADJ NOUN PUNCT VERB PUNCT NOUN PUNCT VERB NOUN CCONJ ADP DET ADJ NOUN ADP NOUN NOUN PUNCT ,"DT NN IN NNS MD VB VBN IN DT JJR NN HYPH VBN , NN HYPH VBN NN CC IN DT JJ NN IN NN NNS . ",DET NOUN ADP DET NOUN AUX VERB ADJ ADP DET NOUN ADV ADJ ADP DET NOUN CCONJ ADJ ADP DET NOUN CCONJ ADP DET NOUN ADJ ADP DET NOUN ADP NOUN PUNCT ,DT NN IN DT NNS VBZ TO VB JJ IN DT NN RB JJ IN DT NNS CC JJ IN DT NN CC IN DT NN JJ IN DT NNS IN NN . 
1832,"I believe that we need to support further cooperation between different EU research, technological development and innovation programmes, and feel that the continuity of the future programme, once established, is important for all actors involved.","Creo que tenemos que apoyar una mayor cooperación entre los diferentes programas de investigación, desarrollo tecnológico e innovación de la UE, y considero que la continuidad del futuro programa, una vez establecido, es importante para todos los actores implicados.",PRON VERB ADP PRON VERB PART VERB ADJ NOUN ADP ADJ PROPN NOUN PUNCT ADJ NOUN CCONJ NOUN NOUN PUNCT CCONJ VERB ADP DET NOUN ADP DET ADJ NOUN PUNCT ADV VERB PUNCT VERB ADJ ADP DET NOUN VERB PUNCT ,"PRP VBP IN PRP VBP TO VB JJ NN IN JJ NNP NN , JJ NN CC NN NNS , CC VB IN DT NN IN DT JJ NN , RB VBN , VBZ JJ IN DT NNS VBN . ",VERB SCONJ VERB SCONJ VERB DET ADJ NOUN ADP DET ADJ NOUN ADP NOUN PUNCT NOUN ADJ CCONJ NOUN ADP DET PROPN PUNCT CCONJ VERB SCONJ DET NOUN ADP ADJ NOUN PUNCT DET NOUN ADJ PUNCT AUX ADJ ADP DET DET NOUN ADJ PUNCT ,"VBP IN VBP IN TO VB DT JJ NN IN DT JJ NNS IN NN , NN JJ CC NN IN DT NNP , CC VBP IN DT NN IN JJ NN , DT NN JJ , VBZ JJ IN DT DT NNS VBN . "
1833,Europe's rapidly ageing society requires innovative solutions in diverse areas which will make it possible for it to function efficiently in spite of the reduced workforce.,El rápido envejecimiento de la sociedad europea precisa de soluciones innovadoras en diversos ámbitos que permitan un funcionamiento eficaz a pesar de una mano de obra reducida.,PROPN PART ADV VERB NOUN VERB ADJ NOUN ADP ADJ NOUN DET VERB VERB PRON ADJ ADP PRON PART VERB ADV ADP NOUN ADP DET VERB NOUN PUNCT ,NNP POS RB VBG NN VBZ JJ NNS IN JJ NNS WDT MD VB PRP JJ IN PRP TO VB RB IN NN IN DT VBN NN . ,DET ADJ NOUN ADP DET NOUN ADJ VERB ADP NOUN ADJ ADP DET NOUN PRON VERB DET NOUN ADJ ADP NOUN ADP DET NOUN ADP NOUN ADJ PUNCT ,DT JJ NN IN DT NN JJ VBZ IN NNS JJ IN DT NNS DT VBP DT NN JJ IN NNP IN DT NN IN NN JJ . 
1834,"Similar challenges are posed by climate change, unexpected deficits of raw materials and biological threats, for example, the recent developments concerning E coli bacteria in vegetables.","Se plantean desafíos similares en relación con el cambio climático, los déficits inesperados de materias primas y las amenazas biológicas, por ejemplo, los desarrollos recientes en relación con la bacteria E. Coli en las verduras.",ADJ NOUN VERB VERB ADP NOUN NOUN PUNCT ADJ NOUN ADP ADJ NOUN CCONJ ADJ NOUN PUNCT ADP NOUN PUNCT DET ADJ NOUN VERB NOUN ADJ NOUN ADP NOUN PUNCT ,"JJ NNS VBP VBN IN NN NN , JJ NNS IN JJ NNS CC JJ NNS , IN NN , DT JJ NNS VBG NN JJ NNS IN NNS . ",PRON VERB NOUN ADJ ADP NOUN ADP DET NOUN ADJ PUNCT DET NOUN ADJ ADP NOUN ADJ CCONJ DET NOUN ADJ PUNCT ADP NOUN PUNCT DET NOUN ADJ ADP NOUN ADP DET NOUN PROPN PROPN ADP DET NOUN PUNCT ,"PRP VBP NNS JJ IN NNP IN DT NN JJ , DT NNS JJ IN NNS JJ CC DT NNS JJ , IN NN , DT NNS JJ IN NNP IN DT NN NNP NNP IN DT NNS . "
1835,The way to find solutions to such unusual situations is investment in science and technological development.,La manera de encontrar soluciones a situaciones tan inusuales consiste en invertir en ciencia y desarrollo tecnológico.,DET NOUN PART VERB NOUN ADP ADJ ADJ NOUN VERB NOUN ADP NOUN CCONJ ADJ NOUN PUNCT ,DT NN TO VB NNS IN JJ JJ NNS VBZ NN IN NN CC JJ NN . ,DET NOUN ADP VERB NOUN ADP NOUN ADV ADJ VERB ADP VERB ADP NOUN CCONJ NOUN ADJ PUNCT ,DT NN IN TO VB NNS IN NNS RB JJ VBZ IN TO VB IN NN CC NN JJ . 
1836,"Although we have held many debates on this issue, the measures taken in Europe have, unfortunately, been ineffectual, despite the threat posed to our continent and our economy.","A pesar de que hemos celebrado muchos debates sobre este tema, las medidas adoptadas en Europa, lamentablemente, han sido ineficaces, a pesar de la amenaza que esto representa para nuestro continente y nuestra economía.",ADP PRON VERB VERB ADJ NOUN ADP DET NOUN PUNCT DET NOUN VERB ADP PROPN VERB PUNCT ADV PUNCT VERB ADJ PUNCT ADP DET NOUN VERB ADP DET NOUN CCONJ DET NOUN PUNCT ,"IN PRP VBP VBN JJ NNS IN DT NN , DT NNS VBN IN NNP VBP , RB , VBN JJ , IN DT NN VBD IN PRP$ NN CC PRP$ NN . ",ADP NOUN ADP SCONJ AUX VERB DET NOUN ADP DET NOUN PUNCT DET NOUN ADJ ADP PROPN PUNCT ADV PUNCT AUX AUX ADJ PUNCT ADP NOUN ADP DET NOUN PRON PRON VERB ADP DET NOUN CCONJ DET NOUN PUNCT ,"IN NNP IN IN VBP VBN DT NNS IN DT NN , DT NNS JJ IN NNP , RB , VBP VBN JJ , IN NNP IN DT NN DT DT VBZ IN PRP$ NN CC PRP$ NN . "
