,error_type,Negative transfer?,Likely reason for mistake,incorrect_ud_tags,incorrect_ud_tags_padded,incorrect_ud_tags_unigram,incorrect_ud_tags_bigram,en,zhs,nlt
1473,FN,True,Missing plural,NOUN,VERB NOUN VERB,NOUN VERB,NOUN VERB DET,-5.840568542480469,-7.749291896820068,False
1475,AGN,False,Overcorrection,NOUN,NUM NOUN ADV,NOUN ADV,NOUN ADV PUNCT,-4.622132778167725,-4.353874206542969,True
1477,UD,False,Overcorrection,DET,ADP DET ADJ,DET ADJ,DET ADJ NOUN,-3.9540467262268066,-5.575438976287842,False
1478,MY,True,Relative adverb missing,ADV,NOUN ADV ADV,ADV ADV,ADV ADV PUNCT,-4.086348533630371,-3.4344875812530518,True
1479,M,False,Word omitted even though in the Chinese translation it would be there,ADP,NOUN ADP DET,ADP DET,ADP DET NOUN,-4.498852252960205,-5.256208419799805,False
1481,TV,True,Chinese generally expresses actions in present tense,AUX,PRON AUX ADP,AUX ADP,AUX ADP ADV,-7.881056785583496,-10.530540466308594,False
1482,UJ,True,Chinese would use word in this context,ADJ,ADJ ADJ NOUN,ADJ NOUN,ADJ NOUN ADP,-5.321064472198486,-6.8281636238098145,False
1483,RP,False,Punctuation works the same in Chinese,PUNCT,NOUN PUNCT,PUNCT,PUNCT,-3.2089686393737793,-2.378276824951172,True
1485,MP,False,Punctuation works the same in Chinese, ,NOUN, , ,-5.054418563842773,-4.994387626647949,True
1487,UD,False,Overcorrection,DET,ADP DET NOUN,DET NOUN,DET NOUN CCONJ,-6.334964275360107,-7.611853122711182,False
1488,UD,False,Overcorrection,DET,ADP DET NOUN,DET NOUN,DET NOUN CCONJ,-6.334964275360107,-7.611853122711182,False
1490,RP,True,Chinese uses commas to mark the end of a complete thought,PUNCT,ADJ PUNCT PRON,PUNCT PRON,PUNCT PRON AUX,-6.584131240844727,-8.993627548217773,False
1491,TV,True,English words map to the same Chinese word,VERB,PRON VERB PUNCT,VERB PUNCT,VERB PUNCT PRON,-7.267339706420898,-6.750541687011719,True
1492,DV,True,"Chinese verbs, adjectives, and nouns sometimes are the same",NOUN,VERB NOUN ADP,NOUN ADP,NOUN ADP ADV,-6.311675071716309,-7.363284587860107,False
1493,MD,True,Chinese uses classifiers instead of articles in this case,ADJ,PRON ADJ NOUN,ADJ NOUN,ADJ NOUN PART,-7.271122932434082,-5.542080879211426,True
1495,RP,True,Chinese uses commas to mark the end of a complete thought,PUNCT,NOUN PUNCT PRON,PUNCT PRON,PUNCT PRON ADV,-7.02436637878418,-7.043272018432617,False
1496,MA,True,Chinese is a pro-drop language,ADV,PUNCT ADV AUX,ADV AUX,ADV AUX PART,-7.0858378410339355,-9.521550178527832,False
1499,TV,False,,VERB,PRON VERB PUNCT,VERB PUNCT,VERB PUNCT PRON,-7.267339706420898,-6.750541687011719,True
1500,TV,False,,AUX,PRON AUX DET,AUX DET,AUX DET ADV,-6.383237361907959,-10.488234519958496,False
1501,MD,True,Chinese has no articles and doesn't use classifiers in this situation,ADV,AUX ADV ADJ,ADV ADJ,ADV ADJ NOUN,-5.3885955810546875,-5.452826023101807,False
1502,TV,False,,VERB,NOUN VERB VERB,VERB VERB,VERB VERB PUNCT,-4.576704025268555,-3.2197670936584473,True
1503,UV,True,Modal used for polite speech,VERB,CCONJ VERB DET,VERB DET,VERB DET VERB,-6.259404182434082,-6.952150344848633,False
1504,FN,True,Missing plural,NOUN,ADJ NOUN PUNCT,NOUN PUNCT,NOUN PUNCT NOUN,-4.792056083679199,-2.8282313346862793,True
1508,AGN,True,Number error,NOUN,ADJ NOUN ADP,NOUN ADP,NOUN ADP ADV,-6.311675071716309,-7.363284587860107,False
1509,MP,True,Chinese uses commas to mark the end of a complete thought,ADV,VERB ADV PROPN,ADV PROPN,ADV PROPN VERB,-6.178893089294434,-5.665458679199219,True
1510,MP,True,Chinese uses commas to mark the end of a complete thought,ADV,VERB ADV PROPN,ADV PROPN,ADV PROPN VERB,-6.178893089294434,-5.665458679199219,True
1511,TV,True,Modal used for polite speech,VERB,PRON VERB VERB,VERB VERB,VERB VERB DET,-6.636114120483398,-7.664137840270996,False
1512,RP,True,Punctuation error related to Spelling errors (missing space),PROPN,PROPN PUNCT,PROPN PUNCT,PROPN PUNCT PRON,-6.783665180206299,-6.603381156921387,True
1513,AGN,True,Number error,NOUN,PUNCT NOUN VERB,NOUN VERB,NOUN VERB VERB,-4.602911949157715,-3.9021053314208984,True
1516,MN,True,Word prior or after contains the word in Chinese equivalent,NOUN,DET NOUN PUNCT,NOUN PUNCT,NOUN PUNCT ADV,-5.249488353729248,-7.010376930236816,False
1517,IN,True,Missing plural,NOUN,ADP NOUN PUNCT,NOUN PUNCT,NOUN PUNCT ADV,-5.249488353729248,-7.010376930236816,False
1519,RD,False,Wrong determiner used,DET,CCONJ DET NOUN,DET NOUN,DET NOUN ADV,-5.2622785568237305,-6.017061233520508,False
1522,UT,False,Overgeneralization of word pairs,ADP,VERB ADP DET,ADP DET,ADP DET NOUN,-4.498852252960205,-5.256208419799805,False
1524,FN,True,Missing plural,NOUN,CCONJ NOUN VERB,NOUN VERB,NOUN VERB VERB,-4.602911949157715,-3.9021053314208984,True
1525,AGV,True,3rd person singular form used instead of 3rd person plural verb form,AUX,PRON AUX CCONJ,AUX CCONJ,AUX CCONJ DET,-8.65607738494873,-10.856698989868164,False
1526,RA,True,Chinese would use a different word in given context,DET,CCONJ DET VERB,DET VERB,DET VERB ADV,-6.123031139373779,-7.139476299285889,False
1530,FN,True,Missing plural,NOUN,CCONJ NOUN PUNCT,NOUN PUNCT,NOUN PUNCT PRON,-6.518891334533691,-4.976182460784912,True
1531,TV,True,Context carries tense rather than verb.,AUX,PRON AUX VERB,AUX VERB,AUX VERB PUNCT,-6.4155802726745605,-9.41496753692627,False
1536,AGD,False,Equivalent word exists but is not used,DET,DET DET NOUN,DET NOUN,DET NOUN VERB,-4.161647796630859,-5.49949836730957,False
1537,RA,False,Using 'It' incorrectly,PRON,VERB PRON ADV,PRON ADV,PRON ADV CCONJ,-7.858068466186523,-7.615880012512207,True
1538,MT,True,Chinese doesn't use the word in this context,ADV,ADV ADV PUNCT,ADV PUNCT,ADV PUNCT NOUN,-6.118071556091309,-5.604358673095703,True
1539,UD,False,Overcorrection,DET,ADJ DET NOUN,DET NOUN,DET NOUN NOUN,-4.525265693664551,-4.9093708992004395,False
1540,UT,False,Preposition would signify a different sentence structure,ADV,AUX ADV ADJ,ADV ADJ,ADV ADJ PART,-7.656549453735352,-7.236204624176025,True
1541,FV,False,Incorrectly using past tense,VERB,ADP VERB SCONJ,VERB SCONJ,VERB SCONJ PRON,-7.160313129425049,-7.532689571380615,False
1543,UD,False,Overcorrection,DET,ADP DET NOUN,DET NOUN,DET NOUN ADP,-5.797200679779053,-6.639105319976807,False
1544,MT,True,Grammatical to exclude or include the word in Chinese,DET,NOUN DET NOUN,DET NOUN,DET NOUN PUNCT,-3.3438291549682617,-3.534750461578369,False
1546,DJ,True,"Chinese verbs, adjectives, and nouns sometimes are the same",NOUN,ADJ NOUN PUNCT,NOUN PUNCT,NOUN PUNCT CCONJ,-5.970077991485596,-7.924770832061768,False
1547,TV,True,Generally Chinese usually express feelings in present tense,AUX,PROPN AUX PART,AUX PART,AUX PART VERB,-5.638934135437012,-9.621009826660156,False
1548,DN,True,"Chinese verbs, adjectives, and nouns sometimes are the same",VERB,ADP VERB DET,VERB DET,VERB DET PRON,-7.869903564453125,-7.615100860595703,True
1549,UV,False,Unnecessary verb added,AUX,DET AUX PRON,AUX PRON,AUX PRON VERB,-5.276817321777344,-9.578195571899414,False
1551,MA,True,Chinese is a pro-drop language,AUX,ADV AUX DET,AUX DET,AUX DET NOUN,-5.383158206939697,-9.59133529663086,False
1552,TV,False,-,AUX,ADJ AUX PRON,AUX PRON,AUX PRON VERB,-5.276817321777344,-9.578195571899414,False
1553,MP,True,Chinese uses commas to mark the end of a complete thought,PRON,ADV PRON VERB,PRON VERB,PRON VERB DET,-5.043724536895752,-7.42958927154541,False
1554,TV,False,Past tense used instead of past participle,VERB,AUX VERB AUX,VERB AUX,VERB AUX ADJ,-6.79292631149292,-10.214851379394531,False
1555,AGV,True,3rd person plural verb form used instead of 3rd person singular form,AUX,VERB AUX ADJ,AUX ADJ,AUX ADJ ADP,-7.529614448547363,-10.597427368164062,False
1556,FV,False,Incorrect application of 3rd person present tense suffix -s,VERB,VERB VERB DET,VERB DET,VERB DET NOUN,-3.9306564331054688,-5.082910537719727,False
1558,UA,False,Overcorrection,PRON,VERB PRON PUNCT,PRON PUNCT,PRON PUNCT ADP,-6.876377105712891,-7.61831521987915,False
1559,MP,True,Chinese uses commas to mark the end of a complete thought,DET,NOUN DET NOUN,DET NOUN,DET NOUN ADV,-5.2622785568237305,-6.017061233520508,False
1560,TV,True,Chinese generally expresses actions in present tense,VERB,ADV VERB PART,VERB PART,VERB PART AUX,-6.827699184417725,-9.11190128326416,False
1561,MV,True,Chinese conventions conflict with English,ADV,VERB ADV ADV,ADV ADV,ADV ADV ADJ,-5.417191028594971,-7.8612260818481445,False
1562,MP,True,Chinese uses commas to mark the end of a complete thought,DET,NOUN DET NOUN,DET NOUN,DET NOUN ADV,-5.2622785568237305,-6.017061233520508,False
1564,AGV,True,Not applying the 3rd person present tense suffix -s,VERB,PRON VERB PRON,VERB PRON,VERB PRON VERB,-5.8026533126831055,-5.355888366699219,True
1565,M,False,Word omitted even though in the Chinese translation it would be there,VERB,NOUN VERB PART,VERB PART,VERB PART VERB,-4.857645511627197,-5.169448375701904,False
1568,MD,True,Chinese has no articles and doesn't use classifiers in this situation,NOUN,AUX NOUN ADP,NOUN ADP,NOUN ADP DET,-6.011322975158691,-7.693400859832764,False
1569,MD,True,Chinese has no articles and doesn't use classifiers in this situation,PROPN,ADJ PROPN PROPN,PROPN PROPN,PROPN PROPN PROPN,-3.660320281982422,-4.68804931640625,False
1570,RD,True,Chinese uses a character that maps a determiner in this case,DET,ADP DET NOUN,DET NOUN,DET NOUN AUX,-5.36509895324707,-9.14844799041748,False
1571,DY,False,Spelling error,PROPN,PUNCT PROPN DET,PROPN DET,PROPN DET NOUN,-5.235739707946777,-6.093103408813477,False
1572,MP,True,Chinese uses commas to mark the end of a complete thought,DET,NUM DET AUX,DET AUX,DET AUX ADP,-6.741598129272461,-9.87217903137207,False
1573,M,False,Word omitted even though in the Chinese translation it would be there,NOUN,PUNCT NOUN ADV,NOUN ADV,NOUN ADV ADV,-6.4743547439575195,-6.112150192260742,True
1574,MT,True,Chinese doesn't use the word in this context,DET,VERB DET NOUN,DET NOUN,DET NOUN PART,-7.016448020935059,-5.218682289123535,True
1575,CQ,False,Wrong quantifier used (countability),DET,VERB DET ADJ,DET ADJ,DET ADJ NOUN,-3.9540467262268066,-5.575438976287842,False
1576,MC,True,Chinese does not use conjunctions to join clauses,PRON,VERB PRON AUX,PRON AUX,PRON AUX ADJ,-5.315203666687012,-10.188987731933594,False
1577,RP,False,Error that native speakers would make as well,PUNCT,PART PUNCT PRON,PUNCT PRON,PUNCT PRON VERB,-5.68824577331543,-5.788882255554199,False
1579,MT,True,Grammatical to exclude or include the word in Chinese,DET,VERB DET ADJ,DET ADJ,DET ADJ NOUN,-3.9540467262268066,-5.575438976287842,False
1582,TV,True,Chinese generally expresses actions in present tense,VERB,PRON VERB ADJ,VERB ADJ,VERB ADJ NOUN,-4.651517391204834,-4.513055801391602,True
1583,FN,False,Number disagreement,NOUN,DET NOUN VERB,NOUN VERB,NOUN VERB AUX,-6.3975138664245605,-9.181525230407715,False
1585,FV,False,Incorrectly using past tense,VERB,PROPN VERB ADP,VERB ADP,VERB ADP DET,-5.851269721984863,-7.798564910888672,False
1586,M,True,Chinese conventions conflict with English,ADJ,PUNCT ADJ PUNCT,ADJ PUNCT,ADJ PUNCT PRON,-7.346656799316406,-7.829045295715332,False
1587,RP,True,Chinese uses commas to mark the end of a complete thought,PUNCT,ADJ PUNCT PRON,PUNCT PRON,PUNCT PRON VERB,-5.68824577331543,-5.788882255554199,False
1588,MD,True,Chinese has no articles and doesn't use classifiers in this situation,PROPN,CCONJ PROPN NOUN,PROPN NOUN,PROPN NOUN AUX,-6.637910842895508,-9.18492317199707,False
1589,MP,True,Possessive structure would not be used in here in Chinese,VERB,PUNCT VERB DET,VERB DET,VERB DET VERB,-6.259404182434082,-6.952150344848633,False
1590,RP,True,Chinese uses commas to mark the end of a complete thought,PUNCT,NOUN PUNCT PRON,PUNCT PRON,PUNCT PRON VERB,-5.68824577331543,-5.788882255554199,False
1591,UC,False,Overcorrection,SCONJ,ADP SCONJ ADV,SCONJ ADV,SCONJ ADV PRON,-7.09807825088501,-6.930258750915527,True
1592,MD,True,Word omitted even though in the Chinese translation it would be there,NUM,ADP NUM NOUN,NUM NOUN,NUM NOUN PUNCT,-3.9781994819641113,-3.804710626602173,True
1593,MN,False,Subject or object not specified,PUNCT,DET PUNCT ADV,PUNCT ADV,PUNCT ADV DET,-7.175206184387207,-7.629458427429199,False
1594,MV,True,Missing modal,ADJ,VERB ADJ ADP,ADJ ADP,ADJ ADP PRON,-5.366678237915039,-8.193174362182617,False
1595,MN,False,Equivalent word exists but is not used,PUNCT,PROPN PUNCT VERB,PUNCT VERB,PUNCT VERB AUX,-7.688563346862793,-9.17027759552002,False
1596,TV,True,Chinese generally expresses actions in present tense,AUX,PUNCT AUX VERB,AUX VERB,AUX VERB ADP,-5.9264702796936035,-10.943586349487305,False
1599,MD,True,Chinese has no articles and doesn't use classifiers in this situation,PROPN,ADP PROPN PROPN,PROPN PROPN,PROPN PROPN PROPN,-3.660320281982422,-4.68804931640625,False
1600,UP,False,Error that native speakers would make as well,PUNCT,VERB PUNCT AUX,PUNCT AUX,PUNCT AUX ADV,-7.331001281738281,-9.646427154541016,False
1601,L,False,Misunderstanding of word usage/meaning,ADV,AUX ADV ADJ,ADV ADJ,ADV ADJ ADP,-6.501270294189453,-8.308564186096191,False
1602,RP,True,Chinese uses commas to mark the end of a complete thought,PUNCT,PRON PUNCT PRON,PUNCT PRON,PUNCT PRON VERB,-5.68824577331543,-5.788882255554199,False
1604,MV,True,Chinese conventions conflict with English,ADJ,VERB ADJ ADP,ADJ ADP,ADJ ADP NOUN,-5.356346130371094,-7.286216735839844,False
1605,MT,True,Chinese doesn't use the word in this context,NUM,VERB NUM NOUN,NUM NOUN,NUM NOUN PUNCT,-3.9781994819641113,-3.804710626602173,True
1606,FV,True,"Missing ""to"" for to-infinitive non-finite subordinate clauses",VERB,VERB VERB DET,VERB DET,VERB DET NOUN,-3.9306564331054688,-5.082910537719727,False
1607,MV,False,Missing word is important to the sentence,VERB,PRON VERB DET,VERB DET,VERB DET NOUN,-3.9306564331054688,-5.082910537719727,False
1610,IV,False,Spelling error,VERB,NOUN VERB NUM,VERB NUM,VERB NUM NOUN,-5.450600624084473,-5.058535575866699,True
1611,TV,True,Chinese generally expresses actions in present tense,ADJ,NOUN ADJ PART,ADJ PART,ADJ PART VERB,-5.671931266784668,-6.808844089508057,False
1612,IV,False,Wrong past tense inflection,VERB,PRON VERB ADP,VERB ADP,VERB ADP DET,-5.851269721984863,-7.798564910888672,False
1613,MD,True,Chinese has no articles and doesn't use classifiers in this situation,NOUN,ADP NOUN NOUN,NOUN NOUN,NOUN NOUN ADP,-6.03188943862915,-6.254598617553711,False
1614,RP,True,Chinese uses commas to mark the end of a complete thought,PUNCT,ADJ PUNCT ADV,PUNCT ADV,PUNCT ADV PRON,-6.6208367347717285,-6.183224678039551,True
1615,MV,True,Chinese conventions conflict with English,ADV,CCONJ ADV PART,ADV PART,ADV PART VERB,-4.9076642990112305,-5.651486396789551,False
1616,RA,False,general grammar rules confusion,PRON,VERB PRON ADP,PRON ADP,PRON ADP DET,-6.912907123565674,-7.571724891662598,False
1617,FD,False,Wrong determiner used,DET,AUX DET NOUN,DET NOUN,DET NOUN PUNCT,-3.3438291549682617,-3.534750461578369,False
1618,RP,True,Chinese uses commas to mark the end of a complete thought,PUNCT,NOUN PUNCT PRON,PUNCT PRON,PUNCT PRON VERB,-5.68824577331543,-5.788882255554199,False
1619,M,False,Word omitted even though in the Chinese translation it would be there,ADP,VERB ADP PUNCT,ADP PUNCT,ADP PUNCT VERB,-7.1991119384765625,-6.179574012756348,True
1620,RP,True,Chinese uses commas to mark the end of a complete thought,NOUN,PUNCT NOUN PUNCT,NOUN PUNCT,NOUN PUNCT VERB,-5.620048522949219,-2.7131874561309814,True
1621,RD,False,Wrong determiner used since Chinese doesn't use determiner here,DET,ADP DET NOUN,DET NOUN,DET NOUN PUNCT,-3.3438291549682617,-3.534750461578369,False
1625,MY,True,Chinese would use word in this context,PART,VERB PART VERB,PART VERB,PART VERB DET,-6.364589691162109,-8.073877334594727,False
1626,MC,True,Chinese does not use conjunctions to join clauses,ADV,PUNCT ADV VERB,ADV VERB,ADV VERB ADV,-6.064979553222656,-5.808259010314941,True
1627,FV,True,Progressive aspect not applied,VERB,VERB VERB ADP,VERB ADP,VERB ADP PRON,-5.618310928344727,-6.857648849487305,False
1628,MV,True,Chinese conventions conflict with English,ADV,PRON ADV NUM,ADV NUM,ADV NUM NOUN,-5.518040657043457,-5.590258598327637,False
1629,RP,True,Chinese uses commas to mark the end of a complete thought,PUNCT,NOUN PUNCT PRON,PUNCT PRON,PUNCT PRON VERB,-5.68824577331543,-5.788882255554199,False
1632,TV,True,Chinese generally expresses actions in present tense,VERB,PRON VERB ADP,VERB ADP,VERB ADP VERB,-6.438488960266113,-6.1858296394348145,True
1633,UP,False,Error that native speakers would make as well,PUNCT,VERB PUNCT ADP,PUNCT ADP,PUNCT ADP VERB,-7.3011860847473145,-6.58964204788208,True
1634,MT,True,Chinese doesn't use the word in this context,VERB,VERB VERB SCONJ,VERB SCONJ,VERB SCONJ VERB,-7.8092241287231445,-7.075984001159668,True
1635,FV,True,Progressive aspect not applied,VERB,ADP VERB DET,VERB DET,VERB DET VERB,-6.259404182434082,-6.952150344848633,False
1636,FV,False,Incorrectly using past tense,VERB,SCONJ VERB NOUN,VERB NOUN,VERB NOUN PUNCT,-3.825543165206909,-2.8813514709472656,True
1638,UP,False,Overcorrection,PROPN,DET PROPN PUNCT,PROPN PUNCT,PROPN PUNCT NOUN,-5.305539131164551,-4.393026828765869,True
1639,UT,False,Overcorrecting by introducing locations or time using prepositions,ADP,NOUN ADP ADJ,ADP ADJ,ADP ADJ PROPN,-5.26350212097168,-6.868649482727051,False
1640,FN,False,Number disagreement,NOUN,ADJ NOUN ADP,NOUN ADP,NOUN ADP PRON,-5.721317291259766,-6.870091438293457,False
1641,RA,False,Random pronoun used instead of null pronoun,PRON,PUNCT PRON VERB,PRON VERB,PRON VERB NOUN,-5.147487640380859,-4.936141014099121,True
1643,FV,False,Incorrectly using past tense,VERB,NOUN VERB DET,VERB DET,VERB DET NOUN,-3.9306564331054688,-5.082910537719727,False
1644,FV,False,Incorrectly using past tense,VERB,PUNCT VERB PUNCT,VERB PUNCT,VERB PUNCT CCONJ,-7.712703704833984,-8.37674617767334,False
1645,UA,False,Overcorrection,PRON,VERB PRON PUNCT,PRON PUNCT,PRON PUNCT CCONJ,-7.387688636779785,-8.49379825592041,False
1646,MC,True,Chinese does not use conjunctions to join clauses,ADV,PUNCT ADV PRON,ADV PRON,ADV PRON VERB,-5.744709014892578,-5.205513000488281,True
1647,RD,False,Wrong determiner used since Chinese doesn't use determiner here,DET,VERB DET ADJ,DET ADJ,DET ADJ NOUN,-3.9540467262268066,-5.575438976287842,False
1648,FV,False,Incorrectly using past tense,VERB,PUNCT VERB DET,VERB DET,VERB DET NOUN,-3.9306564331054688,-5.082910537719727,False
1649,RA,False,Using 'It' incorrectly,PRON,ADP PRON PUNCT,PRON PUNCT,PRON PUNCT NUM,-7.294041633605957,-7.068585395812988,True
1650,MD,True,Chinese has no articles and doesn't use classifiers in this situation,NOUN,DET NOUN AUX,NOUN AUX,NOUN AUX ADV,-5.988194465637207,-9.64447021484375,False
1652,TV,True,Chinese generally expresses actions in present tense,VERB,ADV VERB NOUN,VERB NOUN,VERB NOUN PUNCT,-3.825543165206909,-2.8813514709472656,True
1653,MD,True,Chinese uses classifiers instead of articles in this case,ADV,AUX ADV ADJ,ADV ADJ,ADV ADJ NOUN,-5.3885955810546875,-5.452826023101807,False
1654,MN,False,Equivalent word exists but is not used,PART,ADJ PART VERB,PART VERB,PART VERB DET,-6.364589691162109,-8.073877334594727,False
1655,FV,False,Incorrectly using past tense,VERB,ADP VERB DET,VERB DET,VERB DET NOUN,-3.9306564331054688,-5.082910537719727,False
1656,MA,False,Pronoun can also be used here in Chinese,AUX,SCONJ AUX DET,AUX DET,AUX DET ADJ,-6.400934219360352,-10.999109268188477,False
1657,AGD,False,Pronoun not used in Chinese,DET,AUX DET ADJ,DET ADJ,DET ADJ NOUN,-3.9540467262268066,-5.575438976287842,False
1658,RP,True,Chinese uses commas to mark the end of a complete thought,PUNCT,NOUN PUNCT ADP,PUNCT ADP,PUNCT ADP DET,-6.949182987213135,-7.763592720031738,False
1659,M,True,Chinese conventions conflict with English,NOUN,DET NOUN NOUN,NOUN NOUN,NOUN NOUN AUX,-6.3014116287231445,-9.188239097595215,False
1660,RP,False,Unexplainable punctuation used,PUNCT,PROPN PUNCT SCONJ,PUNCT SCONJ,PUNCT SCONJ PRON,-7.048191070556641,-6.967442512512207,True
1661,FN,True,Missing plural,NOUN,ADJ NOUN CCONJ,NOUN CCONJ,NOUN CCONJ NOUN,-4.0480265617370605,-4.244129180908203,False
