,error_type,Negative transfer?,Likely reason for mistake,incorrect_ud_tags,incorrect_ud_tags_padded,incorrect_ud_tags_unigram,incorrect_ud_tags_bigram,nlt,result
1845,AGN,True,Number error,NOUN,PUNCT NOUN VERB,NOUN VERB,NOUN VERB NOUN,True,True
1846,MD,True,Chinese has no articles and doesn't use classifiers in this situation,NOUN,AUX NOUN VERB,NOUN VERB,NOUN VERB PUNCT,True,True
1847,UT,False,Overcorrection,ADP,NOUN ADP VERB,ADP VERB,ADP VERB PUNCT,False,True
1848,IV,False,Spelling error,NOUN,NOUN NOUN PUNCT,NOUN PUNCT,NOUN PUNCT VERB,True,False
1849,MV,True,Chinese conventions conflict with English,VERB,PUNCT VERB DET,VERB DET,VERB DET NOUN,False,False
1850,MD,True,Chinese has no articles and doesn't use classifiers in this situation,NOUN,VERB NOUN ADP,NOUN ADP,NOUN ADP DET,False,False
1851,M,True,Incorrect introduction of subordinate clause or modifiers,AUX,NOUN AUX DET,AUX DET,AUX DET ADJ,False,False
1852,IN,False,Incorrect plural inflection,NOUN,ADJ NOUN ADP,NOUN ADP,NOUN ADP DET,False,True
1854,MP,True,Chinese uses commas to mark the end of a complete thought,DET,NOUN DET AUX,DET AUX,DET AUX PART,False,False
1857,MT,False,Word omitted even though in the Chinese translation it would be there,PROPN,PROPN PUNCT,PROPN PUNCT,PROPN PUNCT PRON,False,True
1858,MP,True,Chinese uses commas to mark the end of a complete thought,PRON,NOUN PRON VERB,PRON VERB,PRON VERB NOUN,True,True
1859,UV,True,Modal used for polite speech,VERB,PROPN VERB VERB,VERB VERB,VERB VERB NOUN,True,True
1860,UT,False,Overcorrecting by introducing locations or time using prepositions,ADP,VERB ADP NOUN,ADP NOUN,ADP NOUN ADP,False,True
1861,UT,False,Overcorrecting by introducing locations or time using prepositions,ADP,VERB ADP NOUN,ADP NOUN,ADP NOUN ADP,False,True
1863,MV,True,Chinese conventions conflict with English,VERB,CCONJ VERB ADV,VERB ADV,VERB ADV PUNCT,True,True
1864,AGA,False,Using 'It' incorrectly,PRON,NOUN PRON AUX,PRON AUX,PRON AUX ADV,False,True
1865,AGV,True,3rd person singular form used instead of 3rd person plural verb form,AUX,PRON AUX ADV,AUX ADV,AUX ADV ADJ,False,False
1866,FN,True,Missing plural,NOUN,VERB NOUN PUNCT,NOUN PUNCT,NOUN PUNCT ADP,False,False
1867,M,True,Chinese conventions conflict with English,PROPN,PUNCT PROPN PUNCT,PROPN PUNCT,PROPN PUNCT NOUN,True,True
1868,MP,True,Chinese uses commas to mark the end of a complete thought,NOUN,NOUN NOUN CCONJ,NOUN CCONJ,NOUN CCONJ ADV,False,False
1869,RP,False,Punctuation works the same in Chinese,PUNCT,PRON PUNCT,PUNCT,PUNCT,True,False
1871,MV,True,Chinese does not have auxiliary verbs,AUX,NOUN AUX VERB,AUX VERB,AUX VERB ADP,False,False
1874,MA,False,Pronoun can also be used here in Chinese,VERB,VERB VERB VERB,VERB VERB,VERB VERB NOUN,True,False
1876,UD,False,Overcorrection,DET,VERB DET NOUN,DET NOUN,DET NOUN PUNCT,False,True
1877,UT,False,Overcorrecting by introducing locations or time using prepositions,ADV,ADJ ADV ADV,ADV ADV,ADV ADV PUNCT,True,False
1878,TV,True,Present tense used instead of progressive aspect,VERB,NOUN VERB PART,VERB PART,VERB PART VERB,True,True
1879,MD,True,Chinese has no articles and doesn't use classifiers in this situation,NOUN,ADP NOUN PUNCT,NOUN PUNCT,NOUN PUNCT,True,True
1880,MA,True,Chinese is a pro-drop language,VERB,SCONJ VERB AUX,VERB AUX,VERB AUX VERB,False,False
1881,MA,True,Chinese is a pro-drop language,ADP,VERB ADP VERB,ADP VERB,ADP VERB DET,False,False
1882,DN,True,"Chinese verbs, adjectives, and nouns sometimes are the same",VERB,DET VERB ADP,VERB ADP,VERB ADP DET,False,False
1884,MD,True,Chinese has no articles and doesn't use classifiers in this situation,PROPN,ADP PROPN PROPN,PROPN PROPN,PROPN PROPN CCONJ,False,False
1885,MA,True,Chinese is a pro-drop language,VERB,CCONJ VERB VERB,VERB VERB,VERB VERB DET,True,True
1886,MD,True,Chinese has no articles and doesn't use classifiers in this situation,PROPN,ADP PROPN PROPN,PROPN PROPN,PROPN PROPN CCONJ,False,False
1887,AGD,False,Equivalent word exists but is not used,DET,VERB DET NUM,DET NUM,DET NUM NOUN,False,True
1888,TV,True,Chinese generally expresses actions in present tense,VERB,PRON VERB PART,VERB PART,VERB PART VERB,True,True
1890,TV,True,Missing auxiliary with tense errors,AUX,NOUN AUX VERB,AUX VERB,AUX VERB ADP,False,False
1891,FV,True,Past tense not applied,VERB,AUX VERB ADP,VERB ADP,VERB ADP DET,False,False
1892,MD,True,Chinese has no articles and doesn't use classifiers in this situation,PROPN,ADP PROPN PROPN,PROPN PROPN,PROPN PROPN CCONJ,False,False
1893,UT,False,Overcorrecting by introducing locations or time using prepositions,ADP,AUX ADP PROPN,ADP PROPN,ADP PROPN PROPN,False,True
1894,MP,True,Chinese uses commas to mark the end of a complete thought,VERB,NOUN VERB NOUN,VERB NOUN,VERB NOUN CCONJ,True,True
1895,FA,False,Used plural form instead of singular form,DET,ADP DET PUNCT,DET PUNCT,DET PUNCT PRON,False,True
1896,AGV,True,3rd person singular form used instead of 3rd person plural verb form,AUX,ADV AUX ADV,AUX ADV,AUX ADV VERB,False,False
1897,MP,True,Chinese uses commas to mark the end of a complete thought,VERB,NOUN VERB NOUN,VERB NOUN,VERB NOUN CCONJ,True,True
1898,TV,True,Generally Chinese usually express actions in present tense,VERB,PRON VERB ADP,VERB ADP,VERB ADP ADV,False,False
1899,MT,True,Chinese doesn't use the word in this context,ADV,VERB ADV NUM,ADV NUM,ADV NUM NOUN,True,True
1900,MP,True,Chinese uses commas to mark the end of a complete thought,DET,NOUN DET AUX,DET AUX,DET AUX PROPN,False,False
1901,UP,False,Error that native speakers would make as well,PUNCT,CCONJ PUNCT PRON,PUNCT PRON,PUNCT PRON AUX,False,True
1902,AGV,True,3rd person singular form used instead of 3rd person plural verb form,AUX,ADV AUX DET,AUX DET,AUX DET NOUN,False,False
1903,UD,True,Chinese uses classifiers in this case,DET,AUX DET DET,DET DET,DET DET NOUN,False,False
1905,MY,True,Relative adverb missing,PRON,CCONJ PRON VERB,PRON VERB,PRON VERB ADP,False,False
1906,DA,False,Using your instead of yours for sign offs,DET,DET ADV,DET ADV,DET ADV PUNCT,False,True
1907,M,True,Chinese interrogatives have different structure,VERB,PUNCT VERB DET,VERB DET,VERB DET ADJ,False,False
1908,FN,True,Missing plural,NOUN,PART NOUN VERB,NOUN VERB,NOUN VERB PART,True,True
1909,FN,True,Missing plural,NOUN,PART NOUN VERB,NOUN VERB,NOUN VERB PART,True,True
1911,FN,True,Missing plural,NOUN,PART NOUN VERB,NOUN VERB,NOUN VERB PART,True,True
1912,AGV,True,3rd person singular form used instead of 3rd person plural verb form,AUX,NOUN AUX VERB,AUX VERB,AUX VERB ADP,False,False
1914,TV,True,Context carries tense rather than verb.,AUX,NOUN AUX VERB,AUX VERB,AUX VERB PUNCT,False,False
1915,UP,False,Error that native speakers would make as well,PUNCT,CCONJ PUNCT PRON,PUNCT PRON,PUNCT PRON VERB,True,False
1916,FD,False,Wrong determiner used,DET,AUX DET ADJ,DET ADJ,DET ADJ NOUN,False,True
1918,TV,True,Context carries tense rather than verb; Generally Chinese usually express actions in present tense,PRON,ADV PRON AUX,PRON AUX,PRON AUX DET,False,False
1920,TV,True,Chinese generally expresses actions in present tense,AUX,NOUN AUX VERB,AUX VERB,AUX VERB PART,False,False
1921,DJ,True,"Chinese verbs, adjectives, and nouns sometimes are the same",NOUN,AUX NOUN PUNCT,NOUN PUNCT,NOUN PUNCT DET,False,False
1922,FN,True,Missing plural,NOUN,PRON NOUN PUNCT,NOUN PUNCT,NOUN PUNCT NOUN,True,True
1923,FN,True,Missing plural,NOUN,PUNCT NOUN CCONJ,NOUN CCONJ,NOUN CCONJ VERB,True,True
1924,DJ,True,"Chinese verbs, adjectives, and nouns sometimes are the same",VERB,PRON VERB PUNCT,VERB PUNCT,VERB PUNCT,True,True
1925,MP,True,Chinese sentence structure differs from English, ,VERB, , ,False,False
1927,AGN,False,Overcorrection,NOUN,ADJ NOUN SCONJ,NOUN SCONJ,NOUN SCONJ NOUN,False,True
1928,FN,True,Missing plural,NOUN,SCONJ NOUN PUNCT,NOUN PUNCT,NOUN PUNCT NOUN,True,True
1929,RA,True,Chinese would use a different word in given context,PRON,AUX PRON ADP,PRON ADP,PRON ADP DET,False,False
1930,FV,True,Progressive aspect not applied,VERB,PUNCT VERB ADP,VERB ADP,VERB ADP NOUN,False,False
1931,MC,True,Chinese does not use conjunctions to join clauses,VERB,PUNCT VERB ADP,VERB ADP,VERB ADP NOUN,False,False
1932,FV,True,Progressive aspect not applied,VERB,CCONJ VERB ADP,VERB ADP,VERB ADP NOUN,False,False
1933,AGN,False,Overcorrection,NOUN,ADJ NOUN SCONJ,NOUN SCONJ,NOUN SCONJ NOUN,False,True
1934,RP,True,Word not capitalized,ADP,ADP DET,ADP DET,ADP DET ADJ,False,False
1936,MA,True,Chinese is a pro-drop language,NOUN,VERB NOUN CCONJ,NOUN CCONJ,NOUN CCONJ PRON,True,True
1937,DN,True,"Chinese verbs, adjectives, and nouns sometimes are the same",ADJ,VERB ADJ CCONJ,ADJ CCONJ,ADJ CCONJ ADJ,False,False
1939,TV,True,Chinese generally expresses actions in present tense,VERB,CCONJ VERB ADP,VERB ADP,VERB ADP PRON,False,False
1940,UP,False,Error that native speakers would make as well,PUNCT,VERB PUNCT ADP,PUNCT ADP,PUNCT ADP PRON,False,True
1941,AGN,True,Number error,NOUN,DET NOUN PUNCT,NOUN PUNCT,NOUN PUNCT PRON,True,True
1942,RP,False,Overcorrection,PUNCT,PROPN PUNCT,PUNCT,PUNCT,True,False
1943,MA,True,Chinese is a pro-drop language,ADP,VERB ADP VERB,ADP VERB,ADP VERB DET,False,False
1944,UN,True,Chinese conventions conflict with English,NOUN,NOUN NOUN CCONJ,NOUN CCONJ,NOUN CCONJ PRON,True,True
1945,MV,True,Chinese conventions conflict with English,DET,PRON DET VERB,DET VERB,DET VERB NOUN,True,True
1946,RP,True,Word not capitalized,PRON,PUNCT PRON VERB,PRON VERB,PRON VERB AUX,False,False
1947,TV,True,English words map to the same Chinese word,VERB,PRON VERB VERB,VERB VERB,VERB VERB PRON,True,True
1948,RP,False,Inappropriate capitalization in the middle of sentence,CCONJ,NOUN CCONJ PRON,CCONJ PRON,CCONJ PRON AUX,False,True
1949,RP,True,Word not capitalized,PRON,PUNCT PRON VERB,PRON VERB,PRON VERB AUX,False,False
1950,DJ,True,"Chinese verbs, adjectives, and nouns sometimes are the same",ADV,DET ADV NOUN,ADV NOUN,ADV NOUN VERB,True,True
1952,MP,True,Chinese sentence structure differs from English, ,NOUN, , ,False,False
1954,DD,False,Pronoun not used in Chinese,PRON,ADP PRON VERB,PRON VERB,PRON VERB PUNCT,True,False
1955,DY,False,General grammar rules confusion,ADJ,ADJ,ADJ,ADJ,False,True
1956,MA,False,Chinese expresses this in a different order/structure,AUX,NOUN AUX VERB,AUX VERB,AUX VERB DET,False,True
1957,TV,False,-,AUX,PRON AUX DET,AUX DET,AUX DET ADJ,False,True
1958,TV,True,Generally Chinese usually express actions in present tense,AUX,PRON AUX PART,AUX PART,AUX PART VERB,False,False
1959,RP,False,Inappropriate capitalization in the middle of sentence,CCONJ,PRON CCONJ PRON,CCONJ PRON,CCONJ PRON AUX,False,True
1960,RP,True,Chinese uses commas to mark the end of a complete thought,PUNCT,ADJ PUNCT PRON,PUNCT PRON,PUNCT PRON VERB,True,True
1961,RP,True,Chinese uses commas to mark the end of a complete thought,VERB,PUNCT VERB PRON,VERB PRON,VERB PRON VERB,True,True
1963,FN,True,Missing plural,NOUN,NOUN NOUN PART,NOUN PART,NOUN PART VERB,True,True
1965,MP,False,Punctuation works the same in Chinese,PRON,PUNCT PRON AUX,PRON AUX,PRON AUX VERB,False,True
1967,MC,True,Chinese does not use conjunctions to join clauses,PRON,VERB PRON AUX,PRON AUX,PRON AUX DET,False,False
1968,TV,True,Missing auxiliary with tense errors,VERB,VERB VERB DET,VERB DET,VERB DET NOUN,False,False
1969,DN,True,English words map to the same Chinese word,NOUN,DET NOUN PUNCT,NOUN PUNCT,NOUN PUNCT CCONJ,False,False
1970,MA,True,Chinese is a pro-drop language,VERB,CCONJ VERB DET,VERB DET,VERB DET NOUN,False,False
1971,TV,True,Chinese generally expresses actions in present tense,VERB,PROPN VERB DET,VERB DET,VERB DET NOUN,False,False
1972,MP,True,Possessive structure would not be used in here in Chinese,NOUN,DET NOUN NOUN,NOUN NOUN,NOUN NOUN ADP,False,False
1973,FN,True,Missing plural,NOUN,PART NOUN ADP,NOUN ADP,NOUN ADP NOUN,False,False
1975,UT,False,"Overcorrection by adding ""to"" to show the object of transitive verbs",ADP,VERB ADP DET,ADP DET,ADP DET NOUN,False,True
1976,MD,True,Chinese has no articles and doesn't use classifiers in this situation,NOUN,VERB NOUN CCONJ,NOUN CCONJ,NOUN CCONJ VERB,True,True
1977,RP,False,Inappropriate capitalization in the middle of sentence,CCONJ,NOUN CCONJ VERB,CCONJ VERB,CCONJ VERB PRON,True,False
1978,MA,True,Chinese is a pro-drop language,DET,VERB DET ADJ,DET ADJ,DET ADJ NOUN,False,False
1979,RD,True,Chinese could use a classifier in this context,DET,PUNCT DET ADJ,DET ADJ,DET ADJ NOUN,False,False
1983,AGA,True,Using a personhood pronoun inappropriately,PRON,VERB PRON AUX,PRON AUX,PRON AUX ADJ,False,False
1984,AGV,True,3rd person plural verb form used instead of 3rd person singular form,AUX,PRON AUX ADJ,AUX ADJ,AUX ADJ PUNCT,False,False
1985,FN,False,Number disagreement,NOUN,DET NOUN NOUN,NOUN NOUN,NOUN NOUN CCONJ,True,False
1987,MV,False,Chinese can express the statement with or without the missing verb,ADP,NOUN ADP NOUN,ADP NOUN,ADP NOUN PUNCT,False,True
1988,UY,False,Wordiness,SCONJ,NOUN SCONJ PRON,SCONJ PRON,SCONJ PRON VERB,True,False
1989,MD,True,Chinese has no articles and doesn't use classifiers in this situation,NOUN,ADP NOUN NOUN,NOUN NOUN,NOUN NOUN ADP,False,False
1992,FV,False,Incorrectly using past tense,VERB,ADP VERB PRON,VERB PRON,VERB PRON ADP,False,True
1993,M,True,Chinese conventions conflict with English,PRON,VERB PRON PUNCT,PRON PUNCT,PRON PUNCT,True,True
1994,MD,True,Chinese has no articles and doesn't use classifiers in this situation,PROPN,ADP PROPN INTJ,PROPN INTJ,PROPN INTJ CCONJ,False,False
1995,RP,True,Chinese uses question marks to show indirect questions,PUNCT,VERB PUNCT CCONJ,PUNCT CCONJ,PUNCT CCONJ PRON,False,False
1996,UV,False,Unnecessary auxiliary added,AUX,NOUN AUX PRON,AUX PRON,AUX PRON AUX,False,True
1997,RP,True,Chinese uses question marks to show indirect questions,PUNCT,VERB PUNCT CCONJ,PUNCT CCONJ,PUNCT CCONJ PRON,False,False
1999,MT,True,Chinese doesn't use the word in this context,DET,VERB DET NOUN,DET NOUN,DET NOUN PUNCT,False,False
2000,MP,True,Chinese uses commas to mark the end of a complete thought,DET,NOUN DET AUX,DET AUX,DET AUX DET,False,False
2002,MT,True,Chinese doesn't use the word in this context,DET,NOUN DET NOUN,DET NOUN,DET NOUN PUNCT,False,False
2003,UD,False,Chinese doesn't distinguish indefinite and definite articles like English,DET,ADP DET NOUN,DET NOUN,DET NOUN ADV,False,True
2004,UY,False,Chinese equivalent sentence would use corrected equivalent as well,ADP,CCONJ ADP DET,ADP DET,ADP DET VERB,False,True
2005,UA,False,Overcorrection,PRON,SCONJ PRON VERB,PRON VERB,PRON VERB PRON,True,False
2006,TV,True,Missing auxiliary with tense errors,VERB,CCONJ VERB DET,VERB DET,VERB DET NOUN,False,False
2007,MP,True,Chinese uses commas to mark the end of a complete thought,VERB,ADV VERB PRON,VERB PRON,VERB PRON ADP,False,False
2008,MP,True,Chinese uses commas to mark the end of a complete thought,DET,NOUN DET AUX,DET AUX,DET AUX ADP,False,False
2014,AGV,True,3rd person singular form used instead of 3rd person plural verb form,AUX,ADV AUX PART,AUX PART,AUX PART DET,False,False
2017,MA,False,Chinese expresses this in a different order/structure,ADV,PART ADV ADV,ADV ADV,ADV ADV PUNCT,True,False
2019,MD,False,Word omitted even though in the Chinese translation it would be there,NOUN,ADP NOUN ADV,NOUN ADV,NOUN ADV PUNCT,True,False
2022,MP,True,Chinese sentence structure differs from English,ADP,PROPN ADP VERB,ADP VERB,ADP VERB DET,False,False
2024,MP,True,Chinese uses commas to mark the end of a complete thought,PROPN,DET PROPN VERB,PROPN VERB,PROPN VERB DET,False,False
2025,RD,False,Wrong determiner used since Chinese doesn't use determiner here,DET,VERB DET NOUN,DET NOUN,DET NOUN PUNCT,False,True
2027,MP,True,Chinese uses commas to mark the end of a complete thought,PROPN,DET PROPN VERB,PROPN VERB,PROPN VERB DET,False,False
2029,MA,True,Chinese is a pro-drop language,AUX,SCONJ AUX ADV,AUX ADV,AUX ADV VERB,False,False
2030,RP,False,Inappropriate capitalization in the middle of sentence,PRON,PUNCT PRON VERB,PRON VERB,PRON VERB ADP,False,True
2031,MP,True,Chinese sentence structure differs from English,ADP,PROPN ADP VERB,ADP VERB,ADP VERB DET,False,False
2032,RP,True,Chinese uses commas to mark the end of a complete thought,PUNCT,NOUN PUNCT PRON,PUNCT PRON,PUNCT PRON VERB,True,True
2033,AGV,False,Incorrect application of 3rd person present tense (e.g. tagging on the suffix -s),VERB,PRON VERB PRON,VERB PRON,VERB PRON ADV,False,True
2034,MC,False,Incorrect/incomplete expression used,DET,SCONJ DET NOUN,DET NOUN,DET NOUN VERB,True,False
2036,TV,True,Generally Chinese usually express actions in present tense,AUX,NOUN AUX ADJ,AUX ADJ,AUX ADJ SCONJ,False,False
2037,MP,True,Chinese uses commas to mark the end of a complete thought,PROPN,DET PROPN VERB,PROPN VERB,PROPN VERB DET,False,False
2038,TV,True,Generally Chinese usually express actions in present tense,AUX,NOUN AUX ADJ,AUX ADJ,AUX ADJ SCONJ,False,False
2039,DJ,True,"Chinese verbs, adjectives, and nouns sometimes are the same",VERB,ADV VERB CCONJ,VERB CCONJ,VERB CCONJ ADJ,False,False
2040,UY,False,Word pair misunderstanding,ADP,VERB ADP ADP,ADP ADP,ADP ADP DET,False,True
2045,RD,False,Wrong determiner used since Chinese doesn't use determiner here,DET,SCONJ DET NOUN,DET NOUN,DET NOUN ADP,False,True
2046,MD,True,Chinese has no articles and doesn't use classifiers in this situation,NOUN,ADP NOUN ADP,NOUN ADP,NOUN ADP NOUN,False,False
2047,IV,False,Spelling error,VERB,AUX VERB PUNCT,VERB PUNCT,VERB PUNCT ADV,False,True
2049,MA,False,Pronoun can also be used here in Chinese,DET,VERB DET NOUN,DET NOUN,DET NOUN ADV,False,True
2050,RD,True,Grammatical to exclude or include the word in Chinese,DET,PRON DET NOUN,DET NOUN,DET NOUN ADV,False,False
2051,RD,False,Grammatical to exclude or include the word in Chinese,DET,AUX DET ADJ,DET ADJ,DET ADJ NOUN,False,True
2053,RP,True,Chinese sentence structure differs from English,PUNCT,NOUN PUNCT,PUNCT,PUNCT,True,True
2057,RP,True,Chinese uses commas to mark the end of a complete thought,PUNCT,NOUN PUNCT PRON,PUNCT PRON,PUNCT PRON VERB,True,True
2058,MD,True,Chinese uses classifiers instead of articles in this case,NOUN,VERB NOUN NOUN,NOUN NOUN,NOUN NOUN CCONJ,True,True
2059,MP,True,Chinese uses commas to mark the end of a complete thought,ADJ,NOUN ADJ SCONJ,ADJ SCONJ,ADJ SCONJ DET,False,False
2060,MD,True,Chinese uses classifiers instead of articles in this case,NOUN,VERB NOUN NOUN,NOUN NOUN,NOUN NOUN CCONJ,True,True
2061,RP,False,Overcorrection,PUNCT,PUNCT PUNCT PROPN,PUNCT PROPN,PUNCT PROPN NOUN,True,False
2062,MD,True,Chinese has no articles and doesn't use classifiers in this situation,NOUN,VERB NOUN NOUN,NOUN NOUN,NOUN NOUN CCONJ,True,True
2064,MC,True,Chinese does not use conjunctions to join clauses,VERB,PUNCT VERB NOUN,VERB NOUN,VERB NOUN NOUN,True,True
2065,FV,True,Progressive aspect not applied,VERB,CCONJ VERB NOUN,VERB NOUN,VERB NOUN NOUN,True,True
2067,FN,True,Missing plural,NOUN,ADJ NOUN AUX,NOUN AUX,NOUN AUX ADV,False,False
2068,MD,True,Chinese has no articles and doesn't use classifiers in this situation,PROPN,VERB PROPN PUNCT,PROPN PUNCT,PROPN PUNCT PRON,False,False
2069,RP,True,Word not capitalized,NOUN,DET NOUN PUNCT,NOUN PUNCT,NOUN PUNCT PRON,True,True
2070,FN,True,Missing plural,NOUN,NOUN NOUN CCONJ,NOUN CCONJ,NOUN CCONJ NOUN,True,True
2072,MC,True,Chinese does not use conjunctions to join clauses,VERB,PUNCT VERB NOUN,VERB NOUN,VERB NOUN NOUN,True,True
2073,MD,True,Chinese has no articles and doesn't use classifiers in this situation,NOUN,ADP NOUN ADP,NOUN ADP,NOUN ADP NOUN,False,False
2074,DN,True,"Chinese verbs, adjectives, and nouns sometimes are the same",NOUN,DET NOUN ADP,NOUN ADP,NOUN ADP NOUN,False,False
2076,CN,True,Chinese does not distinguish between mass and count nouns,NOUN,VERB NOUN PART,NOUN PART,NOUN PART VERB,True,True
2077,UP,False,Error that native speakers would make as well,PUNCT,NOUN PUNCT PART,PUNCT PART,PUNCT PART VERB,True,False
2078,FV,True,"Missing ""to"" for to-infinitive non-finite subordinate clauses",VERB,NOUN VERB DET,VERB DET,VERB DET NOUN,False,False
2081,MP,True,Chinese uses commas to mark the end of a complete thought,PRON,NOUN PRON VERB,PRON VERB,PRON VERB VERB,True,True
2082,UD,False,Chinese doesn't distinguish indefinite and definite articles like English,DET,ADP DET NOUN,DET NOUN,DET NOUN PUNCT,False,True
