,error_type,Negative transfer?,Likely reason for mistake,incorrect_ud_tags,incorrect_ud_tags_padded,incorrect_ud_tags_unigram,incorrect_ud_tags_bigram,en,zhs,nlt
1731,UT,True,Chinese would use word in the given context,ADV,NOUN ADV ADV,ADV ADV,ADV ADV PUNCT,-5.242094039916992,-5.1749114990234375,True
1739,UA,False,Overcorrection,PRON,VERB PRON SCONJ,PRON SCONJ,PRON SCONJ PRON,-6.103616714477539,-6.821183204650879,False
1740,TV,True,Context carries tense rather than verb.,VERB,PRON VERB DET,VERB DET,VERB DET ADJ,-5.134259223937988,-6.7580156326293945,False
1741,TV,True,Context carries tense rather than verb.,ADJ,NOUN ADJ ADP,ADJ ADP,ADJ ADP NUM,-6.0559587478637695,-7.051432132720947,False
1742,AGV,True,3rd person singular form used instead of 3rd person plural verb form,AUX,NOUN AUX ADJ,AUX ADJ,AUX ADJ PUNCT,-5.503417491912842,-9.229647636413574,False
1743,UV,False,Progressive aspect incorrectly applied,VERB,AUX VERB ADV,VERB ADV,VERB ADV PUNCT,-4.779877185821533,-5.2157135009765625,False
1745,TV,False,Past tense used instead of past perfect,AUX,PRON AUX ADV,AUX ADV,AUX ADV ADJ,-5.85208797454834,-8.647100448608398,False
1747,DY,True,"Chinese verbs, adjectives, and nouns sometimes are the same",ADJ,CCONJ ADJ PUNCT,ADJ PUNCT,ADJ PUNCT CCONJ,-3.37099289894104,-5.956600189208984,False
1748,DY,True,"Chinese verbs, adjectives, and nouns sometimes are the same",NOUN,ADJ NOUN PUNCT,NOUN PUNCT,NOUN PUNCT ADV,-3.1241037845611572,-2.562624454498291,True
1749,AGN,False,Plural version of word is confusing,NOUN,ADJ NOUN VERB,NOUN VERB,NOUN VERB PUNCT,-4.152782440185547,-3.4455204010009766,True
1750,UY,False,Chinese equivalent sentence would use corrected equivalent as well,ADP,VERB ADP PUNCT,ADP PUNCT,ADP PUNCT PRON,-4.612603187561035,-4.302516460418701,True
1751,RP,True,Chinese uses commas to mark the end of a complete thought,PUNCT,VERB PUNCT PRON,PUNCT PRON,PUNCT PRON ADV,-5.951536655426025,-5.275393962860107,True
1752,UV,False,Unnecessary auxiliary added,AUX,PRON AUX ADV,AUX ADV,AUX ADV VERB,-5.85208797454834,-8.647100448608398,False
1753,UY,False,Word pair misunderstanding,ADP,VERB ADP PUNCT,ADP PUNCT,ADP PUNCT CCONJ,-4.612603187561035,-4.302516460418701,True
1754,DY,False,Spelling error,INTJ,CCONJ INTJ DET,INTJ DET,INTJ DET NOUN,-6.0564069747924805,-7.780982971191406,False
1755,FV,False,Incorrectly using past tense,AUX,PART AUX DET,AUX DET,AUX DET NOUN,-5.85483455657959,-9.109721183776855,False
1756,RP,False,Overgeneralization of colon usage to introduce lists,PUNCT,NOUN PUNCT ADP,PUNCT ADP,PUNCT ADP DET,-5.93429708480835,-6.074456214904785,False
1758,MA,True,Chinese is a pro-drop language,ADV,CCONJ ADV VERB,ADV VERB,ADV VERB DET,-5.048882484436035,-3.9500129222869873,True
1760,DY,True,"Chinese verbs, adjectives, and nouns sometimes are the same",ADJ,ADV ADJ SCONJ,ADJ SCONJ,ADJ SCONJ PRON,-6.191269874572754,-7.926877975463867,False
1761,RD,True,Chinese could use a classifier in this context,DET,PART DET ADJ,DET ADJ,DET ADJ NOUN,-5.069649696350098,-7.109652042388916,False
1762,UT,False,Overgeneralization of word pairs,ADV,NOUN ADV VERB,ADV VERB,ADV VERB ADP,-5.048882484436035,-3.9500129222869873,True
1763,RD,False,Wrong determiner used,ADJ,VERB ADJ NOUN,ADJ NOUN,ADJ NOUN ADP,-3.232517719268799,-3.750581741333008,False
1764,AGV,False,Spelling error,VERB,PRON VERB NOUN,VERB NOUN,VERB NOUN ADP,-3.9500415325164795,-3.5276107788085938,True
1765,UT,False,Overcorrection,ADP,VERB ADP NOUN,ADP NOUN,ADP NOUN ADP,-4.586891174316406,-4.972523212432861,False
1766,MY,False,Error,PUNCT,AUX PUNCT ADV,PUNCT ADV,PUNCT ADV PUNCT,-5.0786542892456055,-5.945232391357422,False
1767,DY,True,"Chinese verbs, adjectives, and nouns sometimes are the same",ADV,AUX ADV ADJ,ADV ADJ,ADV ADJ ADP,-5.2205963134765625,-6.885159969329834,False
1770,AGN,True,Number error,ADJ,DET ADJ PUNCT,ADJ PUNCT,ADJ PUNCT PRON,-3.37099289894104,-5.956600189208984,False
1771,RP,False,Punctuation works the same in Chinese,PUNCT,ADJ PUNCT PUNCT,PUNCT PUNCT,PUNCT PUNCT ADV,-4.269625663757324,-3.2788286209106445,True
1772,RD,False,Wrong determiner used,DET,DET DET NOUN,DET NOUN,DET NOUN VERB,-3.951775550842285,-4.8027448654174805,False
1774,UD,False,Overcorrection,DET,DET DET NOUN,DET NOUN,DET NOUN AUX,-3.951775550842285,-4.8027448654174805,False
1776,DN,False,Incorrect/incomplete expression used,NOUN,NOUN NOUN CCONJ,NOUN CCONJ,NOUN CCONJ DET,-5.791991710662842,-6.759878158569336,False
1777,AGN,False,Overcorrection,NOUN,ADJ NOUN ADP,NOUN ADP,NOUN ADP PROPN,-4.941747188568115,-5.87414026260376,False
1778,TV,False,-,AUX,PRON AUX VERB,AUX VERB,AUX VERB PART,-5.416096210479736,-8.389092445373535,False
1781,UT,False,Verb/word prior of the preposition conveys the same message,ADP,VERB ADP DET,ADP DET,ADP DET ADJ,-5.7816267013549805,-6.7317376136779785,False
1782,RP,False,Overcorrection,PUNCT,PROPN PUNCT DET,PUNCT DET,PUNCT DET NOUN,-5.836519718170166,-6.8504180908203125,False
1785,UA,False,general grammar rules confusion,PRON,SCONJ PRON PRON,PRON PRON,PRON PRON AUX,-6.423996448516846,-6.2603759765625,True
1788,RP,False,Inappropriate capitalization in the middle of sentence,PROPN,DET PROPN ADP,PROPN ADP,PROPN ADP DET,-4.410606384277344,-5.355441093444824,False
1790,DJ,True,"Chinese verbs, adjectives, and nouns sometimes are the same",VERB,PART VERB ADP,VERB ADP,VERB ADP DET,-5.054440498352051,-6.579588890075684,False
1793,TV,True,Modal used for polite speech,VERB,PRON VERB VERB,VERB VERB,VERB VERB VERB,-5.3520050048828125,-3.9568490982055664,True
1794,DN,True,"Chinese verbs, adjectives, and nouns sometimes are the same",VERB,DET VERB ADP,VERB ADP,VERB ADP NOUN,-5.054440498352051,-6.579588890075684,False
1795,UD,False,Chinese doesn't distinguish indefinite and definite articles like English,DET,ADP DET NOUN,DET NOUN,DET NOUN SCONJ,-3.951775550842285,-4.8027448654174805,False
1796,RD,False,Wrong determiner used since Chinese doesn't use determiner here,DET,VERB DET ADJ,DET ADJ,DET ADJ NOUN,-5.069649696350098,-7.109652042388916,False
1798,DA,False,Using your instead of yours for sign offs,DET,DET ADV,DET ADV,DET ADV PUNCT,-5.793658256530762,-6.4350409507751465,False
1799,TV,True,Progressive aspect mistaken as present tense; Chinese generally uses present tense for actions,NOUN,AUX NOUN ADP,NOUN ADP,NOUN ADP NOUN,-4.941747188568115,-5.87414026260376,False
1800,UP,False,Error that native speakers would make as well,PUNCT,SCONJ PUNCT NOUN,PUNCT NOUN,PUNCT NOUN ADP,-4.837802886962891,-4.430675506591797,True
1801,TV,True,Context carries tense rather than verb.,VERB,ADJ VERB NOUN,VERB NOUN,VERB NOUN PART,-3.9500415325164795,-3.5276107788085938,True
1802,UD,False,Overcorrection,DET,PUNCT DET NOUN,DET NOUN,DET NOUN ADP,-3.951775550842285,-4.8027448654174805,False
1803,AGV,True,3rd person singular form used instead of 3rd person plural verb form,AUX,DET AUX DET,AUX DET,AUX DET NOUN,-5.85483455657959,-9.109721183776855,False
1804,MD,True,Chinese has no articles and doesn't use classifiers in this situation,NOUN,AUX NOUN ADP,NOUN ADP,NOUN ADP DET,-4.941747188568115,-5.87414026260376,False
1806,DY,True,English words map to the same Chinese word,ADV,VERB ADV VERB,ADV VERB,ADV VERB NOUN,-5.048882484436035,-3.9500129222869873,True
1808,MD,True,Chinese has no articles and doesn't use classifiers in this situation,NOUN,ADP NOUN CCONJ,NOUN CCONJ,NOUN CCONJ DET,-5.791991710662842,-6.759878158569336,False
1809,UD,False,Overcorrection,DET,ADP DET NOUN,DET NOUN,DET NOUN NOUN,-3.951775550842285,-4.8027448654174805,False
1810,MP,False,-,DET,PRON DET NOUN,DET NOUN,DET NOUN AUX,-3.951775550842285,-4.8027448654174805,False
1813,DY,True,"Chinese verbs, adjectives, and nouns sometimes are the same",ADJ,DET ADJ VERB,ADJ VERB,ADJ VERB NOUN,-5.794715881347656,-5.7397589683532715,True
1814,RD,False,Wrong determiner used since Chinese doesn't use determiner here,DET,AUX DET NOUN,DET NOUN,DET NOUN CCONJ,-3.951775550842285,-4.8027448654174805,False
1815,RD,False,Wrong determiner used since Chinese doesn't use determiner here,DET,AUX DET NOUN,DET NOUN,DET NOUN CCONJ,-3.951775550842285,-4.8027448654174805,False
1817,TV,True,Confusion that auxiliary tense needs to match with past participle tense,AUX,PROPN AUX VERB,AUX VERB,AUX VERB ADJ,-5.416096210479736,-8.389092445373535,False
1818,DJ,True,"Chinese verbs, adjectives, and nouns sometimes are the same",NOUN,ADV NOUN PART,NOUN PART,NOUN PART VERB,-6.314579010009766,-4.8150715827941895,True
1821,MD,True,Chinese has no articles and doesn't use classifiers in this situation,NOUN,AUX NOUN PUNCT,NOUN PUNCT,NOUN PUNCT PRON,-3.1241037845611572,-2.562624454498291,True
1824,UD,False,Overcorrection,DET,ADP DET NOUN,DET NOUN,DET NOUN PUNCT,-3.951775550842285,-4.8027448654174805,False
1825,FV,False,Incorrectly using past tense,VERB,AUX VERB PRON,VERB PRON,VERB PRON ADP,-5.058066368103027,-5.050610542297363,True
1826,MT,True,Chinese doesn't use the word in this context,DET,VERB DET ADJ,DET ADJ,DET ADJ NOUN,-5.069649696350098,-7.109652042388916,False
1827,CN,True,Chinese does not distinguish between mass and count nouns,NOUN,ADJ NOUN PUNCT,NOUN PUNCT,NOUN PUNCT DET,-3.1241037845611572,-2.562624454498291,True
1828,RP,False,Punctuation works the same in Chinese,PUNCT,NOUN PUNCT DET,PUNCT DET,PUNCT DET NOUN,-5.836519718170166,-6.8504180908203125,False
1830,RP,True,Word not capitalized,ADV,PUNCT ADV ADP,ADV ADP,ADV ADP DET,-5.819217205047607,-6.518411636352539,False
1831,TV,True,Modal used for polite speech,VERB,PUNCT VERB PRON,VERB PRON,VERB PRON VERB,-5.058066368103027,-5.050610542297363,True
1832,RP,False,Punctuation works the same in Chinese,PUNCT,NOUN PUNCT DET,PUNCT DET,PUNCT DET NOUN,-5.836519718170166,-6.8504180908203125,False
1835,MP,True,Chinese uses commas to mark the end of a complete thought,DET,VERB DET AUX,DET AUX,DET AUX ADV,-5.224856853485107,-8.24448299407959,False
1836,MV,True,Chinese does not have auxiliary verbs,SCONJ,DET SCONJ NOUN,SCONJ NOUN,SCONJ NOUN PUNCT,-5.322925567626953,-5.645648956298828,False
1838,RP,False,Error that native speakers would make as well,PUNCT,VERB PUNCT PRON,PUNCT PRON,PUNCT PRON VERB,-5.951536655426025,-5.275393962860107,True
1839,MA,True,Chinese is a pro-drop language,VERB,PUNCT VERB PRON,VERB PRON,VERB PRON AUX,-5.058066368103027,-5.050610542297363,True
1841,MV,True,Chinese conventions conflict with English,ADV,PRON ADV ADJ,ADV ADJ,ADV ADJ ADP,-5.2205963134765625,-6.885159969329834,False
1843,MA,False,Chinese expresses this in a different order/structure,VERB,NOUN VERB AUX,VERB AUX,VERB AUX VERB,-6.059029579162598,-8.226263999938965,False
1844,MD,True,Chinese has no articles and doesn't use classifiers in this situation,VERB,VERB VERB PUNCT,VERB PUNCT,VERB PUNCT PRON,-3.648987054824829,-2.777564525604248,True
1845,AGN,True,Number error,NOUN,PUNCT NOUN VERB,NOUN VERB,NOUN VERB NOUN,-4.152782440185547,-3.4455204010009766,True
1846,MD,True,Chinese has no articles and doesn't use classifiers in this situation,NOUN,AUX NOUN VERB,NOUN VERB,NOUN VERB PUNCT,-4.152782440185547,-3.4455204010009766,True
1847,UT,False,Overcorrection,ADP,NOUN ADP VERB,ADP VERB,ADP VERB PUNCT,-5.7215704917907715,-5.623147487640381,True
1848,IV,False,Spelling error,NOUN,NOUN NOUN PUNCT,NOUN PUNCT,NOUN PUNCT VERB,-3.1241037845611572,-2.562624454498291,True
1849,MV,True,Chinese conventions conflict with English,VERB,PUNCT VERB DET,VERB DET,VERB DET NOUN,-5.134259223937988,-6.7580156326293945,False
1850,MD,True,Chinese has no articles and doesn't use classifiers in this situation,NOUN,VERB NOUN ADP,NOUN ADP,NOUN ADP DET,-4.941747188568115,-5.87414026260376,False
1851,M,True,Incorrect introduction of subordinate clause or modifiers,AUX,NOUN AUX DET,AUX DET,AUX DET ADJ,-5.85483455657959,-9.109721183776855,False
1852,IN,False,Incorrect plural inflection,NOUN,ADJ NOUN ADP,NOUN ADP,NOUN ADP DET,-4.941747188568115,-5.87414026260376,False
1854,MP,True,Chinese uses commas to mark the end of a complete thought,DET,NOUN DET AUX,DET AUX,DET AUX PART,-5.224856853485107,-8.24448299407959,False
1857,MT,False,Word omitted even though in the Chinese translation it would be there,PROPN,PROPN PUNCT,PROPN PUNCT,PROPN PUNCT PRON,-2.8119401931762695,-2.648240804672241,True
1858,MP,True,Chinese uses commas to mark the end of a complete thought,PRON,NOUN PRON VERB,PRON VERB,PRON VERB NOUN,-4.360769748687744,-4.246981143951416,True
1859,UV,True,Modal used for polite speech,VERB,PROPN VERB VERB,VERB VERB,VERB VERB NOUN,-5.3520050048828125,-3.9568490982055664,True
1860,UT,False,Overcorrecting by introducing locations or time using prepositions,ADP,VERB ADP NOUN,ADP NOUN,ADP NOUN ADP,-4.586891174316406,-4.972523212432861,False
1861,UT,False,Overcorrecting by introducing locations or time using prepositions,ADP,VERB ADP NOUN,ADP NOUN,ADP NOUN ADP,-4.586891174316406,-4.972523212432861,False
1863,MV,True,Chinese conventions conflict with English,VERB,CCONJ VERB ADV,VERB ADV,VERB ADV PUNCT,-4.779877185821533,-5.2157135009765625,False
1864,AGA,False,Using 'It' incorrectly,PRON,NOUN PRON AUX,PRON AUX,PRON AUX ADV,-5.555111885070801,-8.200399398803711,False
1865,AGV,True,3rd person singular form used instead of 3rd person plural verb form,AUX,PRON AUX ADV,AUX ADV,AUX ADV ADJ,-5.85208797454834,-8.647100448608398,False
1866,FN,True,Missing plural,NOUN,VERB NOUN PUNCT,NOUN PUNCT,NOUN PUNCT ADP,-3.1241037845611572,-2.562624454498291,True
1867,M,True,Chinese conventions conflict with English,PROPN,PUNCT PROPN PUNCT,PROPN PUNCT,PROPN PUNCT NOUN,-2.8119401931762695,-2.648240804672241,True
1868,MP,True,Chinese uses commas to mark the end of a complete thought,NOUN,NOUN NOUN CCONJ,NOUN CCONJ,NOUN CCONJ ADV,-5.791991710662842,-6.759878158569336,False
1869,RP,False,Punctuation works the same in Chinese,PUNCT,PRON PUNCT,PUNCT,PUNCT,-3.2089686393737793,-2.378276824951172,True
1871,MV,True,Chinese does not have auxiliary verbs,AUX,NOUN AUX VERB,AUX VERB,AUX VERB ADP,-5.416096210479736,-8.389092445373535,False
1874,MA,False,Pronoun can also be used here in Chinese,VERB,VERB VERB VERB,VERB VERB,VERB VERB NOUN,-5.3520050048828125,-3.9568490982055664,True
1876,UD,False,Overcorrection,DET,VERB DET NOUN,DET NOUN,DET NOUN PUNCT,-3.951775550842285,-4.8027448654174805,False
1877,UT,False,Overcorrecting by introducing locations or time using prepositions,ADV,ADJ ADV ADV,ADV ADV,ADV ADV PUNCT,-5.242094039916992,-5.1749114990234375,True
1878,TV,True,Present tense used instead of progressive aspect,VERB,NOUN VERB PART,VERB PART,VERB PART VERB,-6.253042221069336,-4.756141662597656,True
1879,MD,True,Chinese has no articles and doesn't use classifiers in this situation,NOUN,ADP NOUN PUNCT,NOUN PUNCT,NOUN PUNCT,-3.1241037845611572,-2.562624454498291,True
1880,MA,True,Chinese is a pro-drop language,VERB,SCONJ VERB AUX,VERB AUX,VERB AUX VERB,-6.059029579162598,-8.226263999938965,False
1881,MA,True,Chinese is a pro-drop language,ADP,VERB ADP VERB,ADP VERB,ADP VERB DET,-5.7215704917907715,-5.623147487640381,True
1882,DN,True,"Chinese verbs, adjectives, and nouns sometimes are the same",VERB,DET VERB ADP,VERB ADP,VERB ADP DET,-5.054440498352051,-6.579588890075684,False
1884,MD,True,Chinese has no articles and doesn't use classifiers in this situation,PROPN,ADP PROPN PROPN,PROPN PROPN,PROPN PROPN CCONJ,-3.3136022090911865,-3.863765239715576,False
1885,MA,True,Chinese is a pro-drop language,VERB,CCONJ VERB VERB,VERB VERB,VERB VERB DET,-5.3520050048828125,-3.9568490982055664,True
1886,MD,True,Chinese has no articles and doesn't use classifiers in this situation,PROPN,ADP PROPN PROPN,PROPN PROPN,PROPN PROPN CCONJ,-3.3136022090911865,-3.863765239715576,False
1887,AGD,False,Equivalent word exists but is not used,DET,VERB DET NUM,DET NUM,DET NUM NOUN,-5.839559555053711,-5.055627822875977,True
1888,TV,True,Chinese generally expresses actions in present tense,VERB,PRON VERB PART,VERB PART,VERB PART VERB,-6.253042221069336,-4.756141662597656,True
1890,TV,True,Missing auxiliary with tense errors,AUX,NOUN AUX VERB,AUX VERB,AUX VERB ADP,-5.416096210479736,-8.389092445373535,False
1891,FV,True,Past tense not applied,VERB,AUX VERB ADP,VERB ADP,VERB ADP DET,-5.054440498352051,-6.579588890075684,False
1892,MD,True,Chinese has no articles and doesn't use classifiers in this situation,PROPN,ADP PROPN PROPN,PROPN PROPN,PROPN PROPN CCONJ,-3.3136022090911865,-3.863765239715576,False
1893,UT,False,Overcorrecting by introducing locations or time using prepositions,ADP,AUX ADP PROPN,ADP PROPN,ADP PROPN PROPN,-3.764538049697876,-5.085927963256836,False
1894,MP,True,Chinese uses commas to mark the end of a complete thought,VERB,NOUN VERB NOUN,VERB NOUN,VERB NOUN CCONJ,-3.9500415325164795,-3.5276107788085938,True
1895,FA,False,Used plural form instead of singular form,DET,ADP DET PUNCT,DET PUNCT,DET PUNCT PRON,-4.388567924499512,-5.194119930267334,False
1896,AGV,True,3rd person singular form used instead of 3rd person plural verb form,AUX,ADV AUX ADV,AUX ADV,AUX ADV VERB,-5.85208797454834,-8.647100448608398,False
1897,MP,True,Chinese uses commas to mark the end of a complete thought,VERB,NOUN VERB NOUN,VERB NOUN,VERB NOUN CCONJ,-3.9500415325164795,-3.5276107788085938,True
1898,TV,True,Generally Chinese usually express actions in present tense,VERB,PRON VERB ADP,VERB ADP,VERB ADP ADV,-5.054440498352051,-6.579588890075684,False
1899,MT,True,Chinese doesn't use the word in this context,ADV,VERB ADV NUM,ADV NUM,ADV NUM NOUN,-5.918331146240234,-5.043414115905762,True
1900,MP,True,Chinese uses commas to mark the end of a complete thought,DET,NOUN DET AUX,DET AUX,DET AUX PROPN,-5.224856853485107,-8.24448299407959,False
1901,UP,False,Error that native speakers would make as well,PUNCT,CCONJ PUNCT PRON,PUNCT PRON,PUNCT PRON AUX,-5.951536655426025,-5.275393962860107,True
1902,AGV,True,3rd person singular form used instead of 3rd person plural verb form,AUX,ADV AUX DET,AUX DET,AUX DET NOUN,-5.85483455657959,-9.109721183776855,False
1903,UD,True,Chinese uses classifiers in this case,DET,AUX DET DET,DET DET,DET DET NOUN,-6.217162132263184,-6.7560906410217285,False
1905,MY,True,Relative adverb missing,PRON,CCONJ PRON VERB,PRON VERB,PRON VERB ADP,-4.360769748687744,-4.246981143951416,True
1906,DA,False,Using your instead of yours for sign offs,DET,DET ADV,DET ADV,DET ADV PUNCT,-5.793658256530762,-6.4350409507751465,False
1907,M,True,Chinese interrogatives have different structure,VERB,PUNCT VERB DET,VERB DET,VERB DET ADJ,-5.134259223937988,-6.7580156326293945,False
1908,FN,True,Missing plural,NOUN,PART NOUN VERB,NOUN VERB,NOUN VERB PART,-4.152782440185547,-3.4455204010009766,True
1909,FN,True,Missing plural,NOUN,PART NOUN VERB,NOUN VERB,NOUN VERB PART,-4.152782440185547,-3.4455204010009766,True
1911,FN,True,Missing plural,NOUN,PART NOUN VERB,NOUN VERB,NOUN VERB PART,-4.152782440185547,-3.4455204010009766,True
1912,AGV,True,3rd person singular form used instead of 3rd person plural verb form,AUX,NOUN AUX VERB,AUX VERB,AUX VERB ADP,-5.416096210479736,-8.389092445373535,False
1914,TV,True,Context carries tense rather than verb.,AUX,NOUN AUX VERB,AUX VERB,AUX VERB PUNCT,-5.416096210479736,-8.389092445373535,False
1915,UP,False,Error that native speakers would make as well,PUNCT,CCONJ PUNCT PRON,PUNCT PRON,PUNCT PRON VERB,-5.951536655426025,-5.275393962860107,True
1916,FD,False,Wrong determiner used,DET,AUX DET ADJ,DET ADJ,DET ADJ NOUN,-5.069649696350098,-7.109652042388916,False
1918,TV,True,Context carries tense rather than verb; Generally Chinese usually express actions in present tense,PRON,ADV PRON AUX,PRON AUX,PRON AUX DET,-5.555111885070801,-8.200399398803711,False
1920,TV,True,Chinese generally expresses actions in present tense,AUX,NOUN AUX VERB,AUX VERB,AUX VERB PART,-5.416096210479736,-8.389092445373535,False
